,Time,Angle,X,Y,Tilt,Temp,ISTilt,ISTiltTemp,ISTemp
0,1689357488.1525238,-180.0,0.4005690135104487,-0.011174791300542589,3.078556597385563,0.30990904347208925,0.43322338503665175,0.24589959944200424,-5.166126131446921e-05
1,1689357489.1724377,-180.0,0.4014708673873631,-0.011409196677782852,3.0785550889247335,0.3099329731461593,0.4332090546587703,0.24590148501804127,-5.543260423716371e-05
2,1689357497.2897005,-165.0,0.3908452350202525,-0.011715521107589666,3.0766875801344518,0.3098799713179182,0.4331884504551656,0.24591022723421296,-0.00010414575199825372
3,1689357498.3036916,-165.0,0.39138910371573526,-0.012263175437333807,3.076683260451167,0.3099933801457458,0.4331985982825649,0.24589452552830457,-2.4475824040513948e-05
4,1689357506.4215283,-150.0,0.33091185785103033,-0.0132505369583416,3.074293207116221,0.3099946486241707,0.4331768284501373,0.24588684609135372,1.6806695018405865e-06
5,1689357507.4357362,-150.0,0.33086132441323773,-0.013103476550567292,3.0742866590248923,0.3099235452659741,0.4331742229268861,0.24589287993467224,-9.00562659088185e-05
6,1689357515.5559702,-135.0,0.23943848459349384,-0.01271093838520048,3.071591210938348,0.30996214814993234,0.4331360657245366,0.24588016086722242,-5.998656155902103e-06
7,1689357516.569964,-135.0,0.23814645360971554,-0.011823159727732168,3.071575303533235,0.30988641655964483,0.4331404539742228,0.24588866310098942,-0.00010592797486373861
8,1689357524.6908998,-120.0,0.13689609433453775,-0.012550097491662705,3.0687105650017656,0.31000740197482124,0.4331198154874174,0.24588585187853418,-7.154416187581269e-05
9,1689357525.7042513,-120.0,0.13825981149092412,-0.012098426644848182,3.0686891722845453,0.3099062665328347,0.4331077478007804,0.24588180646085472,-0.00012317247219723667
10,1689357533.8248794,-105.0,0.05385128024575655,-0.01288717091582233,3.0658832294422305,0.3100290689576468,0.43308549800354335,0.24588437770090524,-2.6053711148203245e-05
11,1689357534.8406053,-105.0,0.05411169543807167,-0.012904379383118995,3.0658892290023485,0.30995892552906906,0.43309657147736086,0.24587570405113487,-3.0098292648340754e-05
12,1689357542.9620814,-90.0,0.009863465391339964,-0.01311046963289502,3.0632827458215512,0.30992697358604143,0.4330714418912673,0.24588715464015978,-8.141709992059987e-05
13,1689357543.9778326,-90.0,0.00995688711317497,-0.01353869308602245,3.0633046870699823,0.30993523583740373,0.4330616368958747,0.2458818407440554,-9.982672208429399e-05
14,1689357552.0934591,-75.0,0.01970702938468902,-0.014471001223607042,3.061167575189605,0.3099515546409243,0.43304675798678244,0.24586377349730051,-1.2169317440364264e-05
15,1689357553.1069908,-75.0,0.01964507964107219,-0.013778034756670523,3.06114594248998,0.3099181285202677,0.43304929494363226,0.24587542978552948,-0.00012865706745894082
16,1689357561.2300222,-60.0,0.08062299736841144,-0.012702471270813476,3.0595845826817114,0.3099593369274771,0.43303129626327874,0.24586384206370188,-8.008016808010628e-05
17,1689357562.2455595,-60.0,0.08027889688325256,-0.013121919091215913,3.0595552705451357,0.31000712770921585,0.4330400727626511,0.24586521339172882,-5.779738634398907e-05
18,1689357570.3643057,-45.0,0.17584880407245387,-0.013192878308953167,3.058649988348154,0.3099827180703364,0.43304195833868814,0.24586013947802915,-4.9603770359378054e-05
19,1689357571.3794477,-45.0,0.1759588531466155,-0.012272053909504798,3.0586306183397736,0.3099686276748596,0.4330465180043777,0.24585818533559076,-5.7489732960726135e-05
20,1689357579.5369444,-30.0,0.2771554563631374,-0.012342396090566076,3.058476069671138,0.3099809010607007,0.433015834539775,0.24585681400756382,-4.6826720658070066e-05
21,1689357580.553769,-30.0,0.27701448384196836,-0.012999128792696664,3.0584459690209465,0.30996595358520707,0.43300870363403493,0.24586408204610657,-3.8359862287506985e-05
22,1689357588.6725388,-15.0,0.35999604542550717,-0.012661472611676395,3.059040028322215,0.30996231956593573,0.43301693160219656,0.24585616262675103,-6.461822706822002e-05
23,1689357589.6896396,-15.0,0.359531782321988,-0.012554553867655867,3.059041193951038,0.3099334531109687,0.43301141200688814,0.24587494982072006,-9.338112997486153e-05
24,1689357597.8167107,0.0,0.4043242924626106,-0.012725370187455256,3.060342858514206,0.3099526174201451,0.4330034583043319,0.2458443692057194,-6.242501034295047e-05
25,1689357598.834472,0.0,0.404185479783084,-0.012479309673002112,3.0603373046356968,0.30995412588097476,0.4330145660613501,0.2458599337788251,-8.433085375574794e-05
26,1689357606.9833896,15.0,0.39334598881017274,-0.011964598245792027,3.0622391651930534,0.30999228308332427,0.4330171373014006,0.24586092799164463,-5.498650030707116e-05
27,1689357608.0009224,15.0,0.39363204783659156,-0.011523725540807087,3.06225376983654,0.30997757559023537,0.4330041439683454,0.24584502058653218,-5.728458852950603e-05
28,1689357616.1142335,30.0,0.3321304542189662,-0.012262489841027168,3.0646858543755116,0.3100089790020522,0.4330250224375555,0.2458555455291389,-1.2668961251923367e-06
29,1689357617.1281238,30.0,0.3330973776107587,-0.012385760056961063,3.064672998175259,0.3099431209735586,0.4330026012243151,0.24585698542356718,-4.730825076472279e-05
30,1689357625.246131,45.0,0.23893099037392554,-0.01335930681239006,3.0674442464184923,0.3099033524607775,0.4330124405029083,0.24585482558192476,-2.166563326808399e-05
31,1689357626.2630594,45.0,0.2392263058645262,-0.013173887291259234,3.067449423181794,0.30993859559106973,0.4330093550148477,0.24585770537078133,-6.294044406887324e-05
32,1689357634.381395,60.0,0.13724365742296463,-0.014535173037908558,3.0703358972624906,0.3099375670950495,0.433008909333239,0.2458606880092399,-5.070159871441623e-05
