,Time,Angle,X,Y,Tilt,Temp,ISTilt,ISTiltTemp,ISTemp
0,1656533735.18158,-180.0,7.139720675734882,0.03619166791304451,2.7082702043154416,0.3089984141902783,-0.9723229202628292,0.24124723045143684,0.2966570564087508
1,1656533736.1944902,-180.0,7.128297289446689,0.03707347990499935,2.7082581397235117,0.3089960149816559,-0.9723301516566936,0.2412406840393386,0.2966554455115329
2,1656533748.9612033,-150.0,5.955377490666251,0.0386375925547529,2.7038587108726357,0.3090295010791427,-0.9723028711376602,0.24124284332709875,0.2966588386780131
3,1656533749.9753585,-150.0,5.960601870264731,0.03411439881337072,2.7038569628777824,0.3090269647728847,-0.972302734049625,0.24124798448843243,0.2966548628465817
4,1656533762.735832,-120.0,2.582907886433835,0.014943559047332479,2.6983317910668725,0.30904207978720577,-0.9722941317754071,0.2412362969150005,0.296654794297764
5,1656533763.7495701,-120.0,2.581559359816007,0.013837949451047708,2.69834083951082,0.309045164484006,-0.97230376220989,0.24122858517299997,0.29666024392877766
6,1656533776.513864,-90.0,0.06945840918292055,-0.02609657535207235,2.6930688184839813,0.30906617469665637,-0.9722628757033489,0.24123461746896485,0.29666493952279577
7,1656533777.5261989,-90.0,0.07304721398910867,-0.022502332697424916,2.6930422900914994,0.309048626199304,-0.9722640066796404,0.24123550860359602,0.29666202619804
8,1656533790.2938008,-60.0,1.4515047819666305,-0.0031783243739324815,2.6893498394728237,0.3090565778621668,-0.9722400505454643,0.2412269742757821,0.2966533890469994
9,1656533791.3097067,-60.0,1.4496016268641243,-0.004327733535692207,2.689347234617748,0.30906069079123377,-0.9722326135195468,0.24123965580707185,0.29665726205520415
10,1656533804.0757399,-30.0,4.895444617497863,0.02421653219052031,2.6881836527102982,0.3090699791560433,-0.9722433063863036,0.24123077873516902,0.29665907859887536
11,1656533805.0895572,-30.0,4.894364973617788,0.029388471943396628,2.6881845781193383,0.309052430658691,-0.9722511546763271,0.24122430087188856,0.29664807651362124
12,1656533817.8536093,0.0,7.178869145491364,0.049466420671908255,2.6897893744924457,0.3090712473091723,-0.9722737399301499,0.2412280710568666,0.29666706453614705
13,1656533818.8665361,0.0,7.152392678738983,0.048379716263601345,2.6897895458644903,0.30906374121362507,-0.9722799088917403,0.24122029076604828,0.2966625060397645
14,1656533831.6270266,30.0,6.049755605812505,0.030453994767008732,2.693716673360844,0.3090655234828874,-0.9722908073905501,0.2412266315316932,0.29665835883628866
15,1656533832.6402278,30.0,6.026540863182264,0.03511380630223155,2.6937161592447105,0.30906257588372277,-0.9722925895350095,0.24122714564782655,0.2966507499175148
16,1656533845.4082842,60.0,2.655803384751986,0.0003320208921624928,2.698898278497028,0.30906199321877165,-0.9723232629829176,0.24122899646590668,0.29665547978594176
17,1656533846.4210384,60.0,2.639660480908282,0.005122937376367215,2.69892604076823,0.30905568672753564,-0.9723308028248615,0.24121799438065258,0.29665592535325735
18,1656533859.1861205,90.0,0.07448108388507535,-0.020919411425325052,2.7038529184975335,0.3090571262527091,-0.9723641837614676,0.2412182685759237,0.29666572783420025
19,1656533860.1992812,90.0,0.07428568547998617,-0.020570762279438288,2.703877253327846,0.3090620274931805,-0.9723504064139156,0.24121662340429692,0.2966559596276663
20,1656533872.9655955,120.0,1.4434520095976242,-0.007544143428797649,2.7073181640596684,0.30905599519721566,-0.972390196216174,0.24121490968385237,0.2966553769627151
21,1656533873.9789677,120.0,1.4460090518729583,0.0006316513808397101,2.707334752873572,0.3090629871766295,-0.9723978731461531,0.2412119963590966,0.29666271168621783
22,1656533886.7388315,150.0,4.9523635114042515,0.027649491259479773,2.7082068652078104,0.3090740235362925,-0.9724138781742795,0.241216280660208,0.29665945561737317
23,1656533887.752722,150.0,4.983787077787181,0.024480170943712035,2.7082188955253312,0.3090809469668885,-0.9724236799688065,0.2412151496047146,0.29665877012919534
24,1656533900.5165923,180.0,7.198657132720655,0.03986828375481208,2.7063447365727473,0.30910487050429464,-0.9724456483264703,0.2412206677845461,0.29666535081570244
25,1656533901.5304003,180.0,7.208103673927225,0.04148521326866709,2.7063669806641175,0.3091070983408726,-0.9724464365826735,0.24120750641153185,0.2966663790479692
