# bicep3, run08 optical efficiency results, 20160201
BODY 
GCP,     MCE,     TILE,    MODULE, DET_COL, DET_ROW, MCE_COL, MCE_ROW, POL,    TYPE,   RGL,     RNTI,             PSAT_LN2,          PSAT_AMBIENT,      DPDT                 
598,     0,       12,      P20,    3,       3,       27,      4,       B,      L,      1,       68.7021110325594, 149.390334332162,  133.61953962871,   0.0821395557471485   
599,     0,       12,      P20,    3,       1,       27,      5,       A,      L,      1,       79.5014254947364, 153.757957079825,  NaN,               NaN                  
600,     0,       12,      P20,    3,       1,       27,      6,       B,      L,      1,       78.1365297951257, 155.537611751011,  139.859505497653,  0.0816568034029058   
601,     0,       12,      P20,    2,       7,       27,      7,       A,      L,      1,       89.171670492438,  116.605047326953,  98.9354116434455,  0.0920293525182692   
602,     0,       12,      P20,    2,       7,       27,      8,       B,      L,      1,       84.1749945226312, 119.238755853614,  101.386453902447,  0.0929807393289939   
603,     0,       12,      P20,    2,       5,       27,      9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
604,     0,       12,      P20,    2,       5,       27,      10,      B,      L,      1,       72.4776226291037, 137.422843674475,  120.777597643595,  0.0866939897441685   
605,     0,       12,      P20,    2,       3,       27,      11,      A,      L,      1,       74.0250759997939, 147.438077684309,  131.444945562681,  0.0832975631334782   
606,     0,       12,      P20,    2,       3,       27,      12,      B,      L,      1,       71.8223316864327, 151.800985235317,  135.014750590826,  0.0874283054400548   
607,     0,       12,      P20,    2,       1,       27,      13,      A,      L,      1,       85.1199231974701, 146.345504092041,  129.582443538763,  0.0873076070483242   
608,     0,       12,      P20,    2,       1,       27,      14,      B,      L,      1,       83.1208743152626, NaN,               248.913772897186,  NaN                  
609,     0,       12,      P20,    1,       7,       27,      15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
610,     0,       12,      P20,    1,       7,       27,      16,      B,      L,      1,       101.131788309436, NaN,               91.5793475174789,  NaN                  
611,     0,       12,      P20,    1,       5,       27,      17,      A,      L,      1,       83.4896934482877, NaN,               118.812978367074,  NaN                  
612,     0,       12,      P20,    1,       5,       27,      18,      B,      L,      1,       79.1631753488541, 141.667657897324,  122.71065199193,   0.0987344057572596   
613,     0,       12,      P20,    1,       3,       27,      19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
614,     0,       12,      P20,    1,       3,       27,      20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
615,     0,       12,      P20,    1,       1,       27,      21,      A,      D,      1,       94.2072999317912, 144.513509857938,  144.306057476816,  0.00108048115167622  
616,     0,       12,      P20,    NaN,     NaN,     28,      0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
617,     0,       12,      P20,    6,       1,       28,      1,       A,      L,      1,       82.6712255431685, 146.894598468018,  129.980223834151,  0.0880957012180575   
618,     0,       12,      P20,    6,       1,       28,      2,       B,      L,      1,       84.4199566585399, 149.962277775321,  132.664629544591,  0.0900919178683826   
619,     0,       12,      P20,    5,       7,       28,      3,       A,      L,      1,       78.8275097701444, 142.74461477507,   125.904293603832,  0.087710006100198    
620,     0,       12,      P20,    5,       7,       28,      4,       B,      L,      1,       80.0023216999866, 135.188179107514,  117.737146831284,  0.0908907931053657   
621,     0,       12,      P20,    5,       5,       28,      5,       A,      L,      1,       90.6664392709137, 59.0945825101917,  NaN,               NaN                  
622,     0,       12,      P20,    5,       5,       28,      6,       B,      L,      1,       69.525335203764,  155.776392560889,  138.49890967591,   0.089986890025937    
623,     0,       12,      P20,    5,       3,       28,      7,       A,      L,      1,       68.7857602219273, 149.811464647146,  134.889689801253,  0.0777175773223595   
624,     0,       12,      P20,    5,       3,       28,      8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
625,     0,       12,      P20,    5,       1,       28,      9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
626,     0,       12,      P20,    5,       1,       28,      10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
627,     0,       12,      P20,    4,       7,       28,      11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
628,     0,       12,      P20,    4,       7,       28,      12,      B,      L,      1,       78.3255022425646, 143.384482666173,  126.215480606417,  0.0894218857278937   
629,     0,       12,      P20,    4,       5,       28,      13,      A,      L,      1,       70.014462609787,  148.745179959375,  132.533663089043,  0.084434983699647    
630,     0,       12,      P20,    4,       5,       28,      14,      B,      L,      1,       69.5881613373425, 149.266302676853,  133.003255229538,  0.0847033721214371   
631,     0,       12,      P20,    4,       3,       28,      15,      A,      L,      1,       68.8020062067337, 152.61352041214,   NaN,               NaN                  
632,     0,       12,      P20,    4,       3,       28,      16,      B,      L,      1,       69.3407133554476, 150.208154943003,  133.864316076901,  0.0851241607609493   
633,     0,       12,      P20,    4,       1,       28,      17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
634,     0,       12,      P20,    4,       1,       28,      18,      B,      L,      1,       78.7725141522882, 158.019815353339,  143.413069775975,  0.0760767998821055   
635,     0,       12,      P20,    3,       7,       28,      19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
636,     0,       12,      P20,    3,       7,       28,      20,      B,      L,      1,       80.2282341783925, 130.759424225136,  112.368365685715,  0.0957867632261544   
637,     0,       12,      P20,    NaN,     NaN,     28,      21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
638,     0,       12,      P20,    8,       7,       29,      0,       A,      L,      1,       165.916802556141, NaN,               NaN,               NaN                  
639,     0,       12,      P20,    8,       7,       29,      1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
640,     0,       12,      P20,    8,       5,       29,      2,       A,      L,      1,       91.8342321605321, 126.89906638176,   96.7091303455189,  0.157239250188758    
641,     0,       12,      P20,    8,       5,       29,      3,       B,      L,      1,       107.458250738029, 109.365371632732,  93.6948266079237,  0.081617422004209    
642,     0,       12,      P20,    8,       3,       29,      4,       A,      L,      1,       83.718708026302,  132.886781727528,  114.596458970778,  0.0952620976914019   
643,     0,       12,      P20,    8,       3,       29,      5,       B,      L,      1,       91.895648333642,  161.079636005837,  93.4769427361074,  NaN                  
644,     0,       12,      P20,    8,       1,       29,      6,       B,      D,      1,       150.742028106012, NaN,               NaN,               NaN                  
645,     0,       12,      P20,    7,       7,       29,      7,       A,      L,      1,       102.014029740773, NaN,               NaN,               NaN                  
646,     0,       12,      P20,    7,       7,       29,      8,       B,      L,      1,       115.473785893271, 96.7321665406244,  NaN,               NaN                  
647,     0,       12,      P20,    7,       5,       29,      9,       A,      L,      1,       74.9994905945703, 150.149338143091,  NaN,               NaN                  
648,     0,       12,      P20,    7,       5,       29,      10,      B,      L,      1,       78.9792360677429, 140.537536733112,  122.657285059047,  0.0931263108024232   
649,     0,       12,      P20,    7,       3,       29,      11,      A,      L,      1,       74.0401571024601, 150.393262686251,  133.661317213326,  0.0871455493381506   
650,     0,       12,      P20,    7,       3,       29,      12,      B,      L,      1,       76.5346708518245, 146.653922929395,  128.829077367739,  0.0928377373002887   
651,     0,       12,      P20,    7,       1,       29,      13,      A,      L,      1,       93.1534544260293, 158.645923648436,  116.417772890063,  0.219938285199859    
652,     0,       12,      P20,    7,       1,       29,      14,      B,      L,      1,       102.271499935461, NaN,               114.874222446291,  NaN                  
653,     0,       12,      P20,    6,       7,       29,      15,      A,      L,      1,       82.5021788521244, 136.937926994452,  119.788193926215,  0.0893215263970692   
654,     0,       12,      P20,    6,       7,       29,      16,      B,      L,      1,       87.0683714945165, NaN,               113.61969986404,   NaN                  
655,     0,       12,      P20,    6,       5,       29,      17,      A,      L,      1,       70.1356315092465, 160.810400070638,  145.285890055699,  0.0808568229944757   
656,     0,       12,      P20,    6,       5,       29,      18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
657,     0,       12,      P20,    6,       3,       29,      19,      A,      L,      1,       66.5087576159602, 168.35386081441,   153.334352019541,  0.07822660830661     
658,     0,       12,      P20,    6,       3,       29,      20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
659,     0,       12,      P20,    NaN,     NaN,     29,      21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
0,       1,       11,      P22,    NaN,     NaN,     0,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
1,       1,       11,      P22,    6,       4,       0,       1,       A,      L,      1,       55.36353463198,   175.933362066718,  33.7246170837671,  NaN                  
2,       1,       11,      P22,    6,       4,       0,       2,       B,      L,      1,       62.8301195688291, 274.789788313211,  159.170197195321,  NaN                  
3,       1,       11,      P22,    6,       6,       0,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
4,       1,       11,      P22,    6,       6,       0,       4,       B,      L,      1,       73.8978666422463, 162.900031164582,  NaN,               NaN                  
5,       1,       11,      P22,    6,       8,       0,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
6,       1,       11,      P22,    6,       8,       0,       6,       B,      L,      1,       78.9762613162097, 145.694083721098,  NaN,               NaN                  
7,       1,       11,      P22,    7,       2,       0,       7,       A,      L,      1,       71.5630649996997, 172.979690766634,  154.852410894284,  0.0944129160018186   
8,       1,       11,      P22,    7,       2,       0,       8,       B,      L,      1,       72.2095757382835, 165.977564379876,  147.58814035596,   0.0957782501245657   
9,       1,       11,      P22,    7,       4,       0,       9,       A,      L,      1,       71.1933302866394, 177.069211390074,  162.689299201613,  0.0748953759815687   
10,      1,       11,      P22,    7,       4,       0,       10,      B,      L,      1,       71.9858089614894, 180.177248580453,  165.46470397964,   0.0766278364625647   
11,      1,       11,      P22,    7,       6,       0,       11,      A,      L,      1,       71.0513462893041, 152.449613980016,  137.62250331795,   0.0772245346982621   
12,      1,       11,      P22,    7,       6,       0,       12,      B,      L,      1,       72.1769941068824, 172.405178874432,  157.856363692755,  0.075775079071234    
13,      1,       11,      P22,    7,       8,       0,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
14,      1,       11,      P22,    7,       8,       0,       14,      B,      L,      1,       79.5716935053339, 149.344101620992,  130.386493573366,  0.0987375419147147   
15,      1,       11,      P22,    8,       2,       0,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
16,      1,       11,      P22,    8,       2,       0,       16,      B,      L,      1,       71.379311574422,  176.181478627895,  159.78917903546,   0.0853765603772666   
17,      1,       11,      P22,    8,       4,       0,       17,      A,      L,      1,       72.6185478888893, 178.958019361515,  163.947768355216,  0.0781783906578063   
18,      1,       11,      P22,    8,       4,       0,       18,      B,      L,      1,       81.9671880411278, 179.034537755627,  235.849863014497,  NaN                  
19,      1,       11,      P22,    8,       6,       0,       19,      A,      L,      1,       78.2370442737487, 176.988321663138,  161.674127784749,  0.0797614264499427   
20,      1,       11,      P22,    8,       6,       0,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
21,      1,       11,      P22,    8,       8,       0,       21,      A,      D,      1,       74.8641501672459, 143.846292711533,  143.432235878189,  0.00215654600700069  
22,      1,       11,      P22,    NaN,     NaN,     1,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
23,      1,       11,      P22,    3,       8,       1,       1,       A,      L,      1,       80.7775254675917, NaN,               126.785186194653,  NaN                  
24,      1,       11,      P22,    3,       8,       1,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
25,      1,       11,      P22,    4,       2,       1,       3,       A,      L,      1,       72.0581110266824, 163.132617434025,  145.595810334285,  0.091337536977813    
26,      1,       11,      P22,    4,       2,       1,       4,       B,      L,      1,       70.7159511959935, 166.016144656909,  NaN,               NaN                  
27,      1,       11,      P22,    4,       4,       1,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
28,      1,       11,      P22,    4,       4,       1,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
29,      1,       11,      P22,    4,       6,       1,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
30,      1,       11,      P22,    4,       6,       1,       8,       B,      L,      1,       72.5760170699264, NaN,               156.468316672579,  NaN                  
31,      1,       11,      P22,    4,       8,       1,       9,       A,      L,      1,       79.280649857613,  NaN,               128.312297195463,  NaN                  
32,      1,       11,      P22,    4,       8,       1,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
33,      1,       11,      P22,    5,       2,       1,       11,      A,      L,      1,       71.2311363122888, 162.772371530128,  NaN,               NaN                  
34,      1,       11,      P22,    5,       2,       1,       12,      B,      L,      1,       71.0313264236445, 166.863234312102,  148.140400229777,  0.0975147608454398   
35,      1,       11,      P22,    5,       4,       1,       13,      A,      L,      1,       69.9732332329338, 173.668246343855,  158.229933273571,  0.080407880574396    
36,      1,       11,      P22,    5,       4,       1,       14,      B,      L,      1,       69.8539123160065, 180.33211094397,   164.307436088264,  0.083461848206805    
37,      1,       11,      P22,    5,       6,       1,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
38,      1,       11,      P22,    5,       6,       1,       16,      B,      L,      1,       71.895908197976,  168.902532415165,  NaN,               NaN                  
39,      1,       11,      P22,    5,       8,       1,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
40,      1,       11,      P22,    5,       8,       1,       18,      B,      L,      1,       78.1686024954223, 148.03129509103,   128.589861917621,  0.101257464444841    
41,      1,       11,      P22,    6,       2,       1,       19,      A,      L,      1,       71.0921908374645, 170.599851311166,  152.404803051995,  0.0947658763498516   
42,      1,       11,      P22,    6,       2,       1,       20,      B,      L,      1,       70.8052854266827, 171.954229439438,  153.912044523626,  0.0939697131031887   
43,      1,       11,      P22,    NaN,     NaN,     1,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
44,      1,       11,      P22,    1,       2,       2,       0,       A,      L,      1,       75.2299409196479, 165.590522054546,  148.396334302482,  0.0895530612086657   
45,      1,       11,      P22,    1,       2,       2,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
46,      1,       11,      P22,    1,       4,       2,       2,       A,      L,      1,       76.3540054178316, NaN,               149.902374328023,  NaN                  
47,      1,       11,      P22,    1,       4,       2,       3,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
48,      1,       11,      P22,    1,       6,       2,       4,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
49,      1,       11,      P22,    1,       6,       2,       5,       B,      L,      1,       77.645507845373,  179.465409712053,  162.098938857242,  0.0904503690354737   
50,      1,       11,      P22,    1,       8,       2,       6,       B,      D,      1,       NaN,              NaN,               NaN,               NaN                  
51,      1,       11,      P22,    2,       2,       2,       7,       A,      L,      1,       75.0495088062704, NaN,               148.184010160818,  NaN                  
52,      1,       11,      P22,    2,       2,       2,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
53,      1,       11,      P22,    2,       4,       2,       9,       A,      L,      1,       74.2806335837845, 172.369214154433,  157.154628932384,  0.0792426313648411   
54,      1,       11,      P22,    2,       4,       2,       10,      B,      L,      1,       73.2438189567986, 173.1820467093,    157.58549190063,   0.0812320562951545   
55,      1,       11,      P22,    2,       6,       2,       11,      A,      L,      1,       75.931574617141,  178.87699844198,   163.691066046309,  0.0790933978941234   
56,      1,       11,      P22,    2,       6,       2,       12,      B,      L,      1,       74.9953210514081, NaN,               163.193713371005,  NaN                  
57,      1,       11,      P22,    2,       8,       2,       13,      A,      L,      1,       80.921447928679,  NaN,               132.092812487819,  NaN                  
58,      1,       11,      P22,    2,       8,       2,       14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
59,      1,       11,      P22,    3,       2,       2,       15,      A,      L,      1,       72.9755720103374, NaN,               146.1196702717,    NaN                  
60,      1,       11,      P22,    3,       2,       2,       16,      B,      L,      1,       72.1333511800821, 164.469335678258,  NaN,               NaN                  
61,      1,       11,      P22,    3,       4,       2,       17,      A,      L,      1,       71.6016623728147, 175.993588508895,  161.174154903566,  0.0771845500277551   
62,      1,       11,      P22,    3,       4,       2,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
63,      1,       11,      P22,    3,       6,       2,       19,      A,      L,      1,       74.4108957487119, 170.265500647817,  154.198108061013,  0.0836843363896063   
64,      1,       11,      P22,    3,       6,       2,       20,      B,      L,      1,       73.7460934983885, NaN,               153.513736625486,  NaN                  
65,      1,       11,      P22,    NaN,     NaN,     2,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
66,      1,       11,      P22,    NaN,     NaN,     3,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
67,      1,       11,      P22,    3,       5,       3,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
68,      1,       11,      P22,    3,       5,       3,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
69,      1,       11,      P22,    3,       3,       3,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
70,      1,       11,      P22,    3,       3,       3,       4,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
71,      1,       11,      P22,    3,       1,       3,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
72,      1,       11,      P22,    3,       1,       3,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
73,      1,       11,      P22,    2,       7,       3,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
74,      1,       11,      P22,    2,       7,       3,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
75,      1,       11,      P22,    2,       5,       3,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
76,      1,       11,      P22,    2,       5,       3,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
77,      1,       11,      P22,    2,       3,       3,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
78,      1,       11,      P22,    2,       3,       3,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
79,      1,       11,      P22,    2,       1,       3,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
80,      1,       11,      P22,    2,       1,       3,       14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
81,      1,       11,      P22,    1,       7,       3,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
82,      1,       11,      P22,    1,       7,       3,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
83,      1,       11,      P22,    1,       5,       3,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
84,      1,       11,      P22,    1,       5,       3,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
85,      1,       11,      P22,    1,       3,       3,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
86,      1,       11,      P22,    1,       3,       3,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
87,      1,       11,      P22,    1,       1,       3,       21,      A,      D,      1,       NaN,              NaN,               NaN,               NaN                  
88,      1,       11,      P22,    NaN,     NaN,     4,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
89,      1,       11,      P22,    6,       1,       4,       1,       A,      L,      1,       102.755717559745, NaN,               42.9672671659619,  NaN                  
90,      1,       11,      P22,    6,       1,       4,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
91,      1,       11,      P22,    5,       7,       4,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
92,      1,       11,      P22,    5,       7,       4,       4,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
93,      1,       11,      P22,    5,       5,       4,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
94,      1,       11,      P22,    5,       5,       4,       6,       B,      L,      1,       69.4266449311465, 172.001276620665,  156.408477841748,  0.0812124936401969   
95,      1,       11,      P22,    5,       3,       4,       7,       A,      L,      1,       69.6283872366929, 161.870111690786,  145.286944216101,  0.0863706639306494   
96,      1,       11,      P22,    5,       3,       4,       8,       B,      L,      1,       69.1905854152429, 164.572371181085,  147.849983231398,  0.0870957705712858   
97,      1,       11,      P22,    5,       1,       4,       9,       A,      L,      1,       73.4183282548532, 159.545636604541,  140.84345030004,   0.0974072203359453   
98,      1,       11,      P22,    5,       1,       4,       10,      B,      L,      1,       72.6189924691544, 167.809148910197,  149.100676608626,  0.0974399599040183   
99,      1,       11,      P22,    4,       7,       4,       11,      A,      L,      1,       68.0126149945595, 148.717176575838,  132.651896921313,  0.0836733315339831   
100,     1,       11,      P22,    4,       7,       4,       12,      B,      L,      1,       67.4587859593923, 150.897224261529,  134.280050384277,  0.08654778061069     
101,     1,       11,      P22,    4,       5,       4,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
102,     1,       11,      P22,    4,       5,       4,       14,      B,      L,      1,       65.9453762545946, 157.025099216778,  144.356066174181,  0.0659845470968621   
103,     1,       11,      P22,    4,       3,       4,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
104,     1,       11,      P22,    4,       3,       4,       16,      B,      L,      1,       66.1248433234835, 157.120465574856,  141.155819949962,  0.0831491959629934   
105,     1,       11,      P22,    4,       1,       4,       17,      A,      L,      1,       71.8611910136804, 158.737582226585,  139.711003956015,  0.099096761825886    
106,     1,       11,      P22,    4,       1,       4,       18,      B,      L,      1,       71.5594357988587, 164.08762853649,   147.587564929463,  0.0859378312866003   
107,     1,       11,      P22,    3,       7,       4,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
108,     1,       11,      P22,    3,       7,       4,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
109,     1,       11,      P22,    NaN,     NaN,     4,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
110,     1,       11,      P22,    8,       7,       5,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
111,     1,       11,      P22,    8,       7,       5,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
112,     1,       11,      P22,    8,       5,       5,       2,       A,      L,      1,       75.4326394537626, 171.081031744197,  157.054040932892,  0.0730572438088812   
113,     1,       11,      P22,    8,       5,       5,       3,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
114,     1,       11,      P22,    8,       3,       5,       4,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
115,     1,       11,      P22,    8,       3,       5,       5,       B,      L,      1,       71.798872822808,  175.66801315597,   159.838499629892,  0.0824453829483242   
116,     1,       11,      P22,    8,       1,       5,       6,       B,      D,      1,       73.9267484704384, 172.794583803486,  NaN,               NaN                  
117,     1,       11,      P22,    7,       7,       5,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
118,     1,       11,      P22,    7,       7,       5,       8,       B,      L,      1,       78.3782208731028, 169.887611941245,  152.373278470634,  0.0912204868260976   
119,     1,       11,      P22,    7,       5,       5,       9,       A,      L,      1,       72.6235969019294, 174.398245124201,  159.36584411213,   0.0782937552712026   
120,     1,       11,      P22,    7,       5,       5,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
121,     1,       11,      P22,    7,       3,       5,       11,      A,      L,      1,       68.2454107392048, 165.139012014804,  149.002073830096,  0.0840465530453517   
122,     1,       11,      P22,    7,       3,       5,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
123,     1,       11,      P22,    7,       1,       5,       13,      A,      L,      1,       70.6036678903718, 168.730427901349,  148.827055762699,  0.103663396555473    
124,     1,       11,      P22,    7,       1,       5,       14,      B,      L,      1,       69.810075593167,  163.85578717526,   144.384471718117,  0.101413101339283    
125,     1,       11,      P22,    6,       7,       5,       15,      A,      L,      1,       72.7044598040031, 158.937516553183,  142.571246451783,  0.0852409901114613   
126,     1,       11,      P22,    6,       7,       5,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
127,     1,       11,      P22,    6,       5,       5,       17,      A,      L,      1,       68.4592930711298, 168.490087334639,  154.220691211214,  0.0743197714761678   
128,     1,       11,      P22,    6,       5,       5,       18,      B,      L,      1,       67.9694718937313, 167.675455257735,  NaN,               NaN                  
129,     1,       11,      P22,    6,       3,       5,       19,      A,      L,      1,       67.3722816528023, 162.59469314004,   146.690940058017,  0.0828320473022025   
130,     1,       11,      P22,    6,       3,       5,       20,      B,      L,      1,       67.0358497644239, 163.073793751818,  146.881858837499,  0.0843329943454129   
131,     1,       11,      P22,    NaN,     NaN,     5,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
132,     1,       10,      P21,    NaN,     NaN,     6,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
133,     1,       10,      P21,    6,       4,       6,       1,       A,      L,      1,       69.3752292635914, 154.177998312136,  132.028012446024,  0.115364509719333    
134,     1,       10,      P21,    6,       4,       6,       2,       B,      L,      1,       69.9968536427064, 147.881969693137,  124.917915525368,  0.119604448790465    
135,     1,       10,      P21,    6,       6,       6,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
136,     1,       10,      P21,    6,       6,       6,       4,       B,      L,      1,       73.4922208409215, NaN,               117.573381741499,  NaN                  
137,     1,       10,      P21,    6,       8,       6,       5,       A,      L,      1,       90.2246285957821, 116.981052446266,  NaN,               NaN                  
138,     1,       10,      P21,    6,       8,       6,       6,       B,      L,      1,       95.997250355144,  110.116052464603,  98.2076079533541,  0.0620231484960855   
139,     1,       10,      P21,    7,       2,       6,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
140,     1,       10,      P21,    7,       2,       6,       8,       B,      L,      1,       79.4533810377136, NaN,               113.30224557629,   NaN                  
141,     1,       10,      P21,    7,       4,       6,       9,       A,      L,      1,       71.3109171294988, 137.703870627617,  116.194426898792,  0.112028352754296    
142,     1,       10,      P21,    7,       4,       6,       10,      B,      L,      1,       73.9535811900418, 137.831950976064,  115.489636322959,  0.116366222151589    
143,     1,       10,      P21,    7,       6,       6,       11,      A,      L,      1,       78.5090575711294, NaN,               112.527172452342,  NaN                  
144,     1,       10,      P21,    7,       6,       6,       12,      B,      L,      1,       82.9667252116751, NaN,               106.1750390208,    NaN                  
145,     1,       10,      P21,    7,       8,       6,       13,      A,      L,      1,       113.836115156348, 111.740796132199,  65.1725740137463,  0.242542823533608    
146,     1,       10,      P21,    7,       8,       6,       14,      B,      L,      1,       128.964516636399, 42.2266960689771,  NaN,               NaN                  
147,     1,       10,      P21,    8,       2,       6,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
148,     1,       10,      P21,    8,       2,       6,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
149,     1,       10,      P21,    8,       4,       6,       17,      A,      L,      1,       80.689717923608,  NaN,               107.505897917657,  NaN                  
150,     1,       10,      P21,    8,       4,       6,       18,      B,      L,      1,       85.6366185761615, 119.571790374745,  NaN,               NaN                  
151,     1,       10,      P21,    8,       6,       6,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
152,     1,       10,      P21,    8,       6,       6,       20,      B,      L,      1,       112.708380746066, 115.79722404528,   71.2215573484051,  0.232164930712889    
153,     1,       10,      P21,    8,       8,       6,       21,      A,      D,      1,       NaN,              NaN,               NaN,               NaN                  
154,     1,       10,      P21,    NaN,     NaN,     7,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
155,     1,       10,      P21,    3,       8,       7,       1,       A,      L,      1,       85.4555680095499, 114.896438784423,  NaN,               NaN                  
156,     1,       10,      P21,    3,       8,       7,       2,       B,      L,      1,       82.0201852214605, 120.363812992744,  98.5195147792855,  0.113772386528431    
157,     1,       10,      P21,    4,       2,       7,       3,       A,      L,      1,       70.870161289497,  145.841984955689,  124.998195397691,  0.108561403947905    
158,     1,       10,      P21,    4,       2,       7,       4,       B,      L,      1,       71.0777386968435, 146.329427616397,  124.506211397736,  0.113662584472194    
159,     1,       10,      P21,    4,       4,       7,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
160,     1,       10,      P21,    4,       4,       7,       6,       B,      L,      1,       69.3059587093951, 130.937770905561,  107.560076432708,  0.121758825379444    
