# bicep3, run11 optical efficiency results, 20191228
BODY 
GCP,     MCE,     TILE,    MODULE, DET_COL, DET_ROW, MCE_COL, MCE_ROW, POL,    TYPE,   RGL,     RNTI,             PSAT_LN2,          PSAT_AMBIENT,      DPDT                 
94,      1,       11,      P22,    5,       5,       4,       6,       B,      L,      1,       70.0440857895149, 167.582623636394,  218.825906787278,  NaN                  
95,      1,       11,      P22,    5,       3,       4,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
96,      1,       11,      P22,    5,       3,       4,       8,       B,      L,      1,       69.2278568162428, 161.293744699339,  140.282437535561,  0.112964017009558    
97,      1,       11,      P22,    5,       1,       4,       9,       A,      L,      1,       73.3210443771758, 157.391321738784,  137.258717019017,  0.108239810321332    
98,      1,       11,      P22,    5,       1,       4,       10,      B,      L,      1,       72.8244381594736, 164.858785410288,  144.42217978033,   0.109874223816973    
99,      1,       11,      P22,    4,       7,       4,       11,      A,      L,      1,       68.6015504719809, 145.818986276712,  127.955887298139,  0.0960381665514673   
100,     1,       11,      P22,    4,       7,       4,       12,      B,      L,      1,       67.9349451261852, 186.512041976207,  129.111784911749,  NaN                  
101,     1,       11,      P22,    4,       5,       4,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
102,     1,       11,      P22,    4,       5,       4,       14,      B,      L,      1,       66.1621763520071, 154.088990479801,  137.458832624951,  0.0894094508325277   
103,     1,       11,      P22,    4,       3,       4,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
104,     1,       11,      P22,    4,       3,       4,       16,      B,      L,      1,       66.5615975539295, 153.467740449838,  133.343837887459,  0.10819302452892     
105,     1,       11,      P22,    4,       1,       4,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
106,     1,       11,      P22,    4,       1,       4,       18,      B,      L,      1,       71.5733481141921, 162.007650111595,  144.383757587496,  0.0947521103446176   
107,     1,       11,      P22,    3,       7,       4,       19,      A,      L,      1,       70.8026685811545, 257.910198358159,  153.178002451698,  NaN                  
108,     1,       11,      P22,    3,       7,       4,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
109,     1,       11,      P22,    NaN,     NaN,     4,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
110,     1,       11,      P22,    8,       7,       5,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
111,     1,       11,      P22,    8,       7,       5,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
112,     1,       11,      P22,    8,       5,       5,       2,       A,      L,      1,       76.0820627352428, 167.056225366403,  148.55009774882,   0.0994953097719504   
113,     1,       11,      P22,    8,       5,       5,       3,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
114,     1,       11,      P22,    8,       3,       5,       4,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
115,     1,       11,      P22,    8,       3,       5,       5,       B,      L,      1,       72.5729890422493, 171.183865068816,  151.23762461603,   0.107237851896699    
116,     1,       11,      P22,    8,       1,       5,       6,       B,      D,      1,       74.7514965591537, 169.513447852736,  149.649281851623,  0.106796591403831    
117,     1,       11,      P22,    7,       7,       5,       7,       A,      L,      1,       77.169224191017,  163.507099160875,  193.585191552146,  NaN                  
118,     1,       11,      P22,    7,       7,       5,       8,       B,      L,      1,       78.5854446926004, 166.615636923252,  145.525194520806,  0.113389475281971    
119,     1,       11,      P22,    7,       5,       5,       9,       A,      L,      1,       72.8954571739823, 206.473212474848,  164.827077500374,  0.22390395147567     
120,     1,       11,      P22,    7,       5,       5,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
121,     1,       11,      P22,    7,       3,       5,       11,      A,      L,      1,       69.0365145548063, 161.678813273345,  142.820032464214,  0.101391294672747    
122,     1,       11,      P22,    7,       3,       5,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
123,     1,       11,      P22,    7,       1,       5,       13,      A,      L,      1,       71.1403902937189, 166.144057939281,  145.438987506719,  0.111317582970762    
124,     1,       11,      P22,    7,       1,       5,       14,      B,      L,      1,       70.1719887915479, 161.662483322965,  140.880523672718,  0.111730965861544    
125,     1,       11,      P22,    6,       7,       5,       15,      A,      L,      1,       73.158490440894,  156.301538068626,  137.380950386776,  0.101723589687367    
126,     1,       11,      P22,    6,       7,       5,       16,      B,      L,      1,       72.7617380728474, 155.000373303116,  136.114042641853,  0.101539412157323    
127,     1,       11,      P22,    6,       5,       5,       17,      A,      L,      1,       69.1532570122569, 164.611550777716,  145.73905985671,   0.101465004951645    
128,     1,       11,      P22,    6,       5,       5,       18,      B,      L,      1,       68.508634292991,  164.485168272725,  146.145298516316,  0.0986014503032738   
129,     1,       11,      P22,    6,       3,       5,       19,      A,      L,      1,       67.4672708694421, 159.886238187602,  140.102194052982,  0.106365828680754    
130,     1,       11,      P22,    6,       3,       5,       20,      B,      L,      1,       67.2088735316652, 160.170953505873,  139.969585118228,  0.108609507460456    
131,     1,       11,      P22,    NaN,     NaN,     5,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
132,     1,       10,      P21,    NaN,     NaN,     6,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
133,     1,       10,      P21,    6,       4,       6,       1,       A,      L,      1,       67.960098839926,  153.207607105029,  132.915195108675,  0.10909898922771     
134,     1,       10,      P21,    6,       4,       6,       2,       B,      L,      1,       68.6422026601765, 147.023886983915,  126.070851088509,  0.112650730620465    
135,     1,       10,      P21,    6,       6,       6,       3,       A,      L,      1,       70.5551868041714, 212.943673600728,  118.455230494915,  NaN                  
136,     1,       10,      P21,    6,       6,       6,       4,       B,      L,      1,       72.1056543564467, 138.385702992945,  117.61968430451,   0.111645261765776    
137,     1,       10,      P21,    6,       8,       6,       5,       A,      L,      1,       89.708043020142,  109.485016748127,  160.454770507258,  NaN                  
138,     1,       10,      P21,    6,       8,       6,       6,       B,      L,      1,       94.3947177196778, 118.063191402507,  97.1364577284303,  0.112509320828372    
139,     1,       10,      P21,    7,       2,       6,       7,       A,      L,      1,       74.7069461939975, 142.152071220221,  121.741876465745,  0.109732229862778    
140,     1,       10,      P21,    7,       2,       6,       8,       B,      L,      1,       78.0620733272964, 135.154571679534,  114.328927967971,  0.11196582640625     
141,     1,       10,      P21,    7,       4,       6,       9,       A,      L,      1,       70.2805362059308, 136.419684681311,  115.982255080307,  0.109878653768838    
142,     1,       10,      P21,    7,       4,       6,       10,      B,      L,      1,       72.8013987707448, 136.829515028548,  116.216024141799,  0.11082521982123     
143,     1,       10,      P21,    7,       6,       6,       11,      A,      L,      1,       77.3284077005701, 203.669999125267,  111.782444665704,  NaN                  
144,     1,       10,      P21,    7,       6,       6,       12,      B,      L,      1,       81.1767369198698, 127.455282996441,  106.298871766194,  0.113744146399177    
145,     1,       10,      P21,    7,       8,       6,       13,      A,      L,      1,       112.941143340204, 90.845243263837,   3.2955942050257,   NaN                  
146,     1,       10,      P21,    7,       8,       6,       14,      B,      L,      1,       128.810263781821, NaN,               NaN,               NaN                  
147,     1,       10,      P21,    8,       2,       6,       15,      A,      L,      1,       89.4111755654344, 120.926785388412,  98.8880818641483,  0.118487653356258    
148,     1,       10,      P21,    8,       2,       6,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
149,     1,       10,      P21,    8,       4,       6,       17,      A,      L,      1,       79.0996649583537, 128.73372872989,   107.599835110387,  0.113623083975819    
150,     1,       10,      P21,    8,       4,       6,       18,      B,      L,      1,       84.6404369527885, 117.633259041492,  100.151775035902,  0.0939864731483361   
151,     1,       10,      P21,    8,       6,       6,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
152,     1,       10,      P21,    8,       6,       6,       20,      B,      L,      1,       111.895317173745, 96.2982844697325,  75.4464919733019,  0.112106411271132    
153,     1,       10,      P21,    8,       8,       6,       21,      A,      D,      1,       169.081382525307, 57.899247521901,   20.6832008955649,  0.200086272184603    
154,     1,       10,      P21,    NaN,     NaN,     7,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
155,     1,       10,      P21,    3,       8,       7,       1,       A,      L,      1,       84.935347315078,  114.189719781318,  92.9497549734751,  0.114193359181953    
156,     1,       10,      P21,    3,       8,       7,       2,       B,      L,      1,       81.2956792872764, 119.577812319506,  97.923089448116,   0.116423241244034    
157,     1,       10,      P21,    4,       2,       7,       3,       A,      L,      1,       69.9247225495003, 145.081859080065,  124.695759772406,  0.109602684449777    
158,     1,       10,      P21,    4,       2,       7,       4,       B,      L,      1,       70.1563720874043, 145.812565561822,  124.788413064043,  0.113033077945046    
159,     1,       10,      P21,    4,       4,       7,       5,       A,      L,      1,       67.5396439546824, 147.523840694123,  126.296246684909,  0.114126849511902    
160,     1,       10,      P21,    4,       4,       7,       6,       B,      L,      1,       68.6238923163721, 130.065302380204,  106.988072343622,  0.124071129228934    
161,     1,       10,      P21,    4,       6,       7,       7,       A,      L,      1,       69.4729586742008, 149.134851671983,  120.062381783766,  0.156303601549556    
162,     1,       10,      P21,    4,       6,       7,       8,       B,      L,      1,       69.4455531001406, 145.874535948744,  124.904010288986,  0.112744761611601    
163,     1,       10,      P21,    4,       8,       7,       9,       A,      L,      1,       82.5740795290531, 114.517008879398,  102.799640490346,  0.0629966042422157   
164,     1,       10,      P21,    4,       8,       7,       10,      B,      L,      1,       81.1956323252884, 115.158508699098,  93.4231582667614,  0.1168567227545      
165,     1,       10,      P21,    5,       2,       7,       11,      A,      L,      1,       71.0757154923206, 218.490690867604,  127.929165608808,  NaN                  
166,     1,       10,      P21,    5,       2,       7,       12,      B,      L,      1,       71.2321263375072, 147.584155940197,  126.633471336829,  0.112638089265421    
167,     1,       10,      P21,    5,       4,       7,       13,      A,      L,      1,       68.5118472011004, 136.404099890646,  114.722841110627,  0.116565907419456    
168,     1,       10,      P21,    5,       4,       7,       14,      B,      L,      1,       67.3858233331001, 159.149245703591,  138.239162039541,  0.112419804645433    
169,     1,       10,      P21,    5,       6,       7,       15,      A,      L,      1,       69.9039045199182, 210.722228339043,  191.486469665886,  0.103418057382564    
170,     1,       10,      P21,    5,       6,       7,       16,      B,      L,      1,       70.827508483575,  140.080985230738,  119.278961548861,  0.111838836999341    
171,     1,       10,      P21,    5,       8,       7,       17,      A,      L,      1,       84.5940902403533, 117.050457513986,  95.8974974867212,  0.113725591544436    
172,     1,       10,      P21,    5,       8,       7,       18,      B,      L,      1,       84.9332637930991, 124.515274974159,  103.265437474478,  0.114246438170328    
173,     1,       10,      P21,    6,       2,       7,       19,      A,      L,      1,       72.1605799727208, 148.867283766308,  130.421328011515,  0.0991718051332925   
174,     1,       10,      P21,    6,       2,       7,       20,      B,      L,      1,       73.3081367537626, 152.8251813402,    136.226791370525,  0.0892386557509398   
175,     1,       10,      P21,    NaN,     NaN,     7,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
176,     1,       10,      P21,    1,       2,       8,       0,       A,      L,      1,       86.0062244340264, 115.313063524489,  93.9842086587313,  0.114671262719128    
177,     1,       10,      P21,    1,       2,       8,       1,       B,      L,      1,       80.7131047735645, 120.776128350393,  100.6323733292,    0.108299758178454    
178,     1,       10,      P21,    1,       4,       8,       2,       A,      L,      1,       77.7717911106474, 113.399571750577,  92.0882533377792,  0.114576980713968    
179,     1,       10,      P21,    1,       4,       8,       3,       B,      L,      1,       74.7554895984538, 114.893903199321,  92.4709439332864,  0.120553544441044    
180,     1,       10,      P21,    1,       6,       8,       4,       A,      L,      1,       85.7374023093166, 118.841309688103,  97.8989366383922,  0.112593403493069    
181,     1,       10,      P21,    1,       6,       8,       5,       B,      L,      1,       81.2658817902927, 122.404650126842,  100.764624000812,  0.116344226484034    
182,     1,       10,      P21,    1,       8,       8,       6,       B,      D,      1,       119.833748758637, 41.764923935345,   66.9671564960532,  NaN                  
183,     1,       10,      P21,    2,       2,       8,       7,       A,      L,      1,       76.9373395489945, 129.72149218495,   108.43872970939,   0.11442345416968     
184,     1,       10,      P21,    2,       2,       8,       8,       B,      L,      1,       77.0021861880964, 131.626880544147,  120.072027566483,  0.0621228654713131   
185,     1,       10,      P21,    2,       4,       8,       9,       A,      L,      1,       72.6615821837466, 113.427135107876,  91.8546009862891,  0.11598136624509     
186,     1,       10,      P21,    2,       4,       8,       10,      B,      L,      1,       71.921142858217,  116.095445193871,  93.2417281705773,  0.122869446361791    
187,     1,       10,      P21,    2,       6,       8,       11,      A,      L,      1,       77.6804725341528, 127.643678241253,  107.259003386512,  0.109595026100758    
188,     1,       10,      P21,    2,       6,       8,       12,      B,      L,      1,       74.7913164027542, 130.589178021215,  109.284592292336,  0.114540783488597    
189,     1,       10,      P21,    2,       8,       8,       13,      A,      L,      1,       96.554307107934,  109.714049968708,  88.2596884203349,  0.115346029829962    
190,     1,       10,      P21,    2,       8,       8,       14,      B,      L,      1,       87.9321037139763, 159.390947351265,  97.5833354936571,  NaN                  
191,     1,       10,      P21,    3,       2,       8,       15,      A,      L,      1,       72.7948252703893, NaN,               123.046583095835,  NaN                  
192,     1,       10,      P21,    3,       2,       8,       16,      B,      L,      1,       71.5778959803914, 143.882294356431,  123.12001692901,   0.111625147459255    
193,     1,       10,      P21,    3,       4,       8,       17,      A,      L,      1,       69.6992732237251, NaN,               125.751822600406,  NaN                  
194,     1,       10,      P21,    3,       4,       8,       18,      B,      L,      1,       68.9595496987106, NaN,               130.835654681255,  NaN                  
195,     1,       10,      P21,    3,       6,       8,       19,      A,      L,      1,       72.5044349454677, NaN,               112.622221609561,  NaN                  
196,     1,       10,      P21,    3,       6,       8,       20,      B,      L,      1,       71.3712500346188, 134.331461189552,  112.770774756242,  0.115917668996289    
197,     1,       10,      P21,    NaN,     NaN,     8,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
198,     1,       10,      P21,    NaN,     NaN,     9,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
199,     1,       10,      P21,    3,       5,       9,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
200,     1,       10,      P21,    3,       5,       9,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
201,     1,       10,      P21,    3,       3,       9,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
202,     1,       10,      P21,    3,       3,       9,       4,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
203,     1,       10,      P21,    3,       1,       9,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
204,     1,       10,      P21,    3,       1,       9,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
205,     1,       10,      P21,    2,       7,       9,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
206,     1,       10,      P21,    2,       7,       9,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
207,     1,       10,      P21,    2,       5,       9,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
208,     1,       10,      P21,    2,       5,       9,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
209,     1,       10,      P21,    2,       3,       9,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
210,     1,       10,      P21,    2,       3,       9,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
211,     1,       10,      P21,    2,       1,       9,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
212,     1,       10,      P21,    2,       1,       9,       14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
213,     1,       10,      P21,    1,       7,       9,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
214,     1,       10,      P21,    1,       7,       9,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
215,     1,       10,      P21,    1,       5,       9,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
216,     1,       10,      P21,    1,       5,       9,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
217,     1,       10,      P21,    1,       3,       9,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
218,     1,       10,      P21,    1,       3,       9,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
219,     1,       10,      P21,    1,       1,       9,       21,      A,      D,      1,       NaN,              NaN,               NaN,               NaN                  
220,     1,       10,      P21,    NaN,     NaN,     10,      0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
221,     1,       10,      P21,    6,       1,       10,      1,       A,      L,      1,       78.4885695232765, 132.283979844037,  112.401860441609,  0.106893115066817    
222,     1,       10,      P21,    6,       1,       10,      2,       B,      L,      1,       79.0962828065179, 138.572268514869,  118.428701502029,  0.108298747380858    
223,     1,       10,      P21,    5,       7,       10,      3,       A,      L,      1,       72.0164600506867, 127.119049874096,  107.135237352985,  0.107439852264039    
224,     1,       10,      P21,    5,       7,       10,      4,       B,      L,      1,       72.6175201978928, 125.026115228367,  104.670309832518,  0.109439813956177    
225,     1,       10,      P21,    5,       5,       10,      5,       A,      L,      1,       66.5106353196053, 141.1495727238,    120.742385101504,  0.10971606248546     
226,     1,       10,      P21,    5,       5,       10,      6,       B,      L,      1,       66.3933958465334, 146.341991507943,  126.69850353382,   0.105610150398508    
227,     1,       10,      P21,    5,       3,       10,      7,       A,      L,      1,       66.32948699202,   216.574776609248,  193.32337359097,   0.125007543109024    
228,     1,       10,      P21,    5,       3,       10,      8,       B,      L,      1,       66.2721566625168, 146.865578557641,  126.180311442385,  0.111211113522882    
229,     1,       10,      P21,    5,       1,       10,      9,       A,      L,      1,       75.5271703362677, 135.741044428831,  116.137118910856,  0.105397449021372    
230,     1,       10,      P21,    5,       1,       10,      10,      B,      L,      1,       75.9117096124208, 140.80275165702,   120.973600953364,  0.106608337116428    
231,     1,       10,      P21,    4,       7,       10,      11,      A,      L,      1,       71.74176295164,   194.196683783759,  108.308048708293,  NaN                  
232,     1,       10,      P21,    4,       7,       10,      12,      B,      L,      1,       71.300120247351,  126.055967665493,  105.313026887182,  0.111521186980167    
233,     1,       10,      P21,    4,       5,       10,      13,      A,      L,      1,       66.4114492674648, 136.129866493859,  115.313132312064,  0.111917925708572    
234,     1,       10,      P21,    4,       5,       10,      14,      B,      L,      1,       65.8636040775852, 141.71260285701,   121.539727825243,  0.108456317375092    
235,     1,       10,      P21,    4,       3,       10,      15,      A,      L,      1,       65.9533298575367, 143.147095110961,  123.053922069903,  0.1080278120487      
236,     1,       10,      P21,    4,       3,       10,      16,      B,      L,      1,       65.9222123571546, 143.638495583314,  122.705344498654,  0.112543823035805    
237,     1,       10,      P21,    4,       1,       10,      17,      A,      L,      1,       75.1127340730109, 134.010596889467,  114.427001762619,  0.105288145843269    
238,     1,       10,      P21,    4,       1,       10,      18,      B,      L,      1,       74.2586815456619, 142.89342865961,   123.154329704274,  0.106124187931912    
239,     1,       10,      P21,    3,       7,       10,      19,      A,      L,      1,       73.3967224057541, 184.002933437954,  99.1949394138179,  NaN                  
240,     1,       10,      P21,    3,       7,       10,      20,      B,      L,      1,       72.146649724956,  122.428475135406,  101.815155725148,  0.110824297904614    
241,     1,       10,      P21,    NaN,     NaN,     10,      21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
242,     1,       10,      P21,    8,       7,       11,      0,       A,      L,      1,       114.532549968596, 103.393813754021,  83.9394846779098,  0.104593167075868    
243,     1,       10,      P21,    8,       7,       11,      1,       B,      L,      1,       143.178948101392, 54.2170119238811,  82.3851061596433,  NaN                  
244,     1,       10,      P21,    8,       5,       11,      2,       A,      L,      1,       82.4446242253514, 114.506200462541,  98.0523942114358,  0.0884613239306705   
245,     1,       10,      P21,    8,       5,       11,      3,       B,      L,      1,       90.3906226599967, NaN,               82.5840798967313,  NaN                  
246,     1,       10,      P21,    8,       3,       11,      4,       A,      L,      1,       92.1746985016907, 107.514246727249,  159.22916281313,   NaN                  
247,     1,       10,      P21,    8,       3,       11,      5,       B,      L,      1,       87.7363034299521, 113.851797236882,  NaN,               NaN                  
248,     1,       10,      P21,    8,       1,       11,      6,       B,      D,      1,       NaN,              NaN,               NaN,               NaN                  
249,     1,       10,      P21,    7,       7,       11,      7,       A,      L,      1,       85.1694646393646, 118.571563199891,  98.285084884704,   0.109067087716062    
250,     1,       10,      P21,    7,       7,       11,      8,       B,      L,      1,       91.7662913088608, 113.396900006405,  NaN,               NaN                  
251,     1,       10,      P21,    7,       5,       11,      9,       A,      L,      1,       71.7252741597946, 128.527758814539,  108.513088472026,  0.107605754529638    
252,     1,       10,      P21,    7,       5,       11,      10,      B,      L,      1,       74.3300281817139, 122.972109594401,  102.499550596532,  0.110067521493916    
253,     1,       10,      P21,    7,       3,       11,      11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
254,     1,       10,      P21,    7,       3,       11,      12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
255,     1,       10,      P21,    7,       1,       11,      13,      A,      L,      1,       85.4400316469401, 114.231034587838,  95.6985921086004,  0.0996367875227817   
256,     1,       10,      P21,    7,       1,       11,      14,      B,      L,      1,       88.3918616948239, 119.32116023137,   106.209718333792,  0.0704916231052593   
257,     1,       10,      P21,    6,       7,       11,      15,      A,      L,      1,       76.1321427753786, 201.761393128395,  111.435079682398,  NaN                  
258,     1,       10,      P21,    6,       7,       11,      16,      B,      L,      1,       78.7892247940547, 127.316284284452,  106.490285665148,  0.111967734512386    
259,     1,       10,      P21,    6,       5,       11,      17,      A,      L,      1,       68.6357137193258, 221.898800101219,  123.502423216069,  NaN                  
260,     1,       10,      P21,    6,       5,       11,      18,      B,      L,      1,       69.9846435233499, 135.085367048797,  114.33269034167,   0.11157353068348     
261,     1,       10,      P21,    6,       3,       11,      19,      A,      L,      1,       67.8569278009717, 169.230991943173,  231.489452746325,  NaN                  
262,     1,       10,      P21,    6,       3,       11,      20,      B,      L,      1,       69.4093657927965, 151.848630008585,  131.260374312722,  0.110689546751954    
263,     1,       10,      P21,    NaN,     NaN,     11,      21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
264,     1,       9,       P18,    NaN,     NaN,     12,      0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
265,     1,       9,       P18,    6,       4,       12,      1,       A,      L,      1,       78.2287565049009, 139.208331666101,  120.766493614222,  0.0991496669455868   
266,     1,       9,       P18,    6,       4,       12,      2,       B,      L,      1,       79.4093152623247, 137.475811772661,  118.634551802413,  0.101297096614234    
267,     1,       9,       P18,    6,       6,       12,      3,       A,      L,      1,       84.4400961107395, 229.222872872106,  208.218657033521,  0.112925891605297    
268,     1,       9,       P18,    6,       6,       12,      4,       B,      L,      1,       86.0023752595919, 142.303864201105,  124.324804718243,  0.0966616101229097   
269,     1,       9,       P18,    6,       8,       12,      5,       A,      L,      1,       106.675828124578, 147.099884693772,  129.109798607185,  0.0967208929386389   
270,     1,       9,       P18,    6,       8,       12,      6,       B,      L,      1,       110.758891466609, 141.53061579167,   182.318963917181,  NaN                  
271,     1,       9,       P18,    7,       2,       12,      7,       A,      L,      1,       84.2216722936884, 226.505757030567,  158.503860599724,  NaN                  
272,     1,       9,       P18,    7,       2,       12,      8,       B,      L,      1,       86.7454700752094, 152.515149161769,  135.491055014838,  0.0915273878867257   
273,     1,       9,       P18,    7,       4,       12,      9,       A,      L,      1,       82.5086584635788, 142.042893024232,  123.694702655751,  0.0986461847767756   
274,     1,       9,       P18,    7,       4,       12,      10,      B,      L,      1,       84.7614620094087, 142.057076069675,  123.35337108328,   0.100557553690298    
275,     1,       9,       P18,    7,       6,       12,      11,      A,      L,      1,       91.1026961024941, 141.953547946342,  123.964308704541,  0.0967163400096854   
276,     1,       9,       P18,    7,       6,       12,      12,      B,      L,      1,       95.598842425269,  142.22011323193,   127.216376890569,  0.0806652491470979   
277,     1,       9,       P18,    7,       8,       12,      13,      A,      L,      1,       120.821603938909, 134.766899015369,  152.541063619677,  NaN                  
278,     1,       9,       P18,    7,       8,       12,      14,      B,      L,      1,       134.98937875591,  90.559915655244,   71.7649798058336,  0.101048042201131    
279,     1,       9,       P18,    8,       2,       12,      15,      A,      L,      1,       92.3813515193528, 148.722820532134,  208.760240855239,  NaN                  
280,     1,       9,       P18,    8,       2,       12,      16,      B,      L,      1,       97.8697321975133, 135.309931164491,  116.226173392288,  0.102600848237648    
281,     1,       9,       P18,    8,       4,       12,      17,      A,      L,      1,       89.1397439735818, 145.640570917643,  163.440359932267,  NaN                  
282,     1,       9,       P18,    8,       4,       12,      18,      B,      L,      1,       94.2675349479442, 142.344494064831,  123.400004539923,  0.101852094219935    
283,     1,       9,       P18,    8,       6,       12,      19,      A,      L,      1,       104.595282508183, 141.884464212564,  125.35445081601,   0.0888710397664203   
284,     1,       9,       P18,    8,       6,       12,      20,      B,      L,      1,       148.922509374881, NaN,               NaN,               NaN                  
285,     1,       9,       P18,    8,       8,       12,      21,      A,      D,      1,       164.491656100744, 3.63472145215611,  4.00884714164501,  NaN                  
286,     1,       9,       P18,    NaN,     NaN,     13,      0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
287,     1,       9,       P18,    3,       8,       13,      1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
288,     1,       9,       P18,    3,       8,       13,      2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
289,     1,       9,       P18,    4,       2,       13,      3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
290,     1,       9,       P18,    4,       2,       13,      4,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
291,     1,       9,       P18,    4,       4,       13,      5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
292,     1,       9,       P18,    4,       4,       13,      6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
293,     1,       9,       P18,    4,       6,       13,      7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
294,     1,       9,       P18,    4,       6,       13,      8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
295,     1,       9,       P18,    4,       8,       13,      9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
296,     1,       9,       P18,    4,       8,       13,      10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
297,     1,       9,       P18,    5,       2,       13,      11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
298,     1,       9,       P18,    5,       2,       13,      12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
299,     1,       9,       P18,    5,       4,       13,      13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
300,     1,       9,       P18,    5,       4,       13,      14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
301,     1,       9,       P18,    5,       6,       13,      15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
302,     1,       9,       P18,    5,       6,       13,      16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
303,     1,       9,       P18,    5,       8,       13,      17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
304,     1,       9,       P18,    5,       8,       13,      18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
305,     1,       9,       P18,    6,       2,       13,      19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
306,     1,       9,       P18,    6,       2,       13,      20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
307,     1,       9,       P18,    NaN,     NaN,     13,      21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
308,     1,       9,       P18,    1,       2,       14,      0,       A,      L,      1,       84.0025501746997, 122.755641797138,  105.155416429219,  0.0946248675694574   
309,     1,       9,       P18,    1,       2,       14,      1,       B,      L,      1,       82.0831405254168, 138.645296905216,  120.654304305688,  0.0967257666641313   
310,     1,       9,       P18,    1,       4,       14,      2,       A,      L,      1,       83.4610943715024, 134.548657848609,  116.82234287849,   0.095302768656552    
311,     1,       9,       P18,    1,       4,       14,      3,       B,      L,      1,       81.705935326046,  137.936515790818,  119.62405907571,   0.0984540683607912   
