# bicep3, run08 optical efficiency results, 20161114
BODY 
GCP,     MCE,     TILE,    MODULE, DET_COL, DET_ROW, MCE_COL, MCE_ROW, POL,    TYPE,   RGL,     RNTI,             PSAT_LN2,          PSAT_AMBIENT,      DPDT                 
1,       1,       11,      P22,    6,       4,       0,       1,       A,      L,      1,       69.9020089929644, 177.199990572903,  162.440555388992,  0.0768720582495356   
2,       1,       11,      P22,    6,       4,       0,       2,       B,      L,      1,       71.1278106720598, 176.801130547065,  161.666878523362,  0.078824229290119    
3,       1,       11,      P22,    6,       6,       0,       3,       A,      L,      1,       72.970019923677,  167.706964659719,  153.116285200514,  0.0759931221833573   
4,       1,       11,      P22,    6,       6,       0,       4,       B,      L,      1,       74.3189433420612, NaN,               148.924196198908,  NaN                  
5,       1,       11,      P22,    6,       8,       0,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
6,       1,       11,      P22,    6,       8,       0,       6,       B,      L,      1,       79.6051183838437, 146.880655842232,  128.702549365676,  0.0946776378987277   
7,       1,       11,      P22,    7,       2,       0,       7,       A,      L,      1,       71.4984082882225, 174.213408696405,  157.486890875675,  0.0871172803163007   
8,       1,       11,      P22,    7,       2,       0,       8,       B,      L,      1,       72.0779382945959, 167.277256964429,  150.169870340817,  0.0891009719979786   
9,       1,       11,      P22,    7,       4,       0,       9,       A,      L,      1,       71.250351115349,  178.349335835407,  164.733004468322,  0.0709183925369015   
10,      1,       11,      P22,    7,       4,       0,       10,      B,      L,      1,       71.9238582026138, 181.444025119061,  167.937097852757,  0.0703485795119987   
11,      1,       11,      P22,    7,       6,       0,       11,      A,      L,      1,       70.949844109375,  153.692636796605,  139.918857169103,  0.0717384355599054   
12,      1,       11,      P22,    7,       6,       0,       12,      B,      L,      1,       72.127255134673,  173.592022703423,  160.059673619273,  0.0704809848132812   
13,      1,       11,      P22,    7,       8,       0,       13,      A,      L,      1,       76.8410865390886, 145.426256092181,  195.944197761056,  NaN                  
14,      1,       11,      P22,    7,       8,       0,       14,      B,      L,      1,       79.4468059347128, 150.448873028508,  132.967393083158,  0.0910493747153648   
15,      1,       11,      P22,    8,       2,       0,       15,      A,      L,      1,       71.1201772550658, 175.331006783093,  158.912864155113,  0.0855111595207307   
16,      1,       11,      P22,    8,       2,       0,       16,      B,      L,      1,       71.2943638498056, 177.436760496136,  162.313255385177,  0.0787682557862471   
17,      1,       11,      P22,    8,       4,       0,       17,      A,      L,      1,       72.5486184433913, 180.22923263409,   166.409422692313,  0.0719781767800907   
18,      1,       11,      P22,    8,       4,       0,       18,      B,      L,      1,       73.6297923183456, 180.378216122179,  166.033080938772,  0.0747142457469116   
19,      1,       11,      P22,    8,       6,       0,       19,      A,      L,      1,       78.1492475897048, 178.248775503212,  164.096041975482,  0.0737121537902575   
20,      1,       11,      P22,    8,       6,       0,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
21,      1,       11,      P22,    8,       8,       0,       21,      A,      D,      1,       74.8545706762555, 144.92668440694,   144.565305389228,  0.0018821823839177   
22,      1,       11,      P22,    NaN,     NaN,     1,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
23,      1,       11,      P22,    3,       8,       1,       1,       A,      L,      1,       80.1679217439177, 207.433255237998,  129.328754388564,  NaN                  
24,      1,       11,      P22,    3,       8,       1,       2,       B,      L,      1,       75.9192804177144, 151.086145228755,  133.070507669411,  0.0938314456215872   
25,      1,       11,      P22,    4,       2,       1,       3,       A,      L,      1,       72.0332386338116, 164.261922020428,  148.216552225867,  0.0835696343466751   
26,      1,       11,      P22,    4,       2,       1,       4,       B,      L,      1,       70.8949029537328, 167.38168825491,   150.802952807753,  0.0863475804539471   
27,      1,       11,      P22,    4,       4,       1,       5,       A,      L,      1,       69.8128400094384, 168.796091558013,  NaN,               NaN                  
28,      1,       11,      P22,    4,       4,       1,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
29,      1,       11,      P22,    4,       6,       1,       7,       A,      L,      1,       72.5107798330659, 173.460124043792,  158.029630060923,  0.0803671561607763   
30,      1,       11,      P22,    4,       6,       1,       8,       B,      L,      1,       72.2947142697204, 174.349420810968,  159.002563661636,  0.0799315476527684   
31,      1,       11,      P22,    4,       8,       1,       9,       A,      L,      1,       78.7033766590422, 200.929462409057,  130.988032451656,  NaN                  
32,      1,       11,      P22,    4,       8,       1,       10,      B,      L,      1,       78.9875432181366, 148.663397242684,  131.047224709733,  0.091750898609119    
33,      1,       11,      P22,    5,       2,       1,       11,      A,      L,      1,       71.4349591435681, 164.163148002199,  147.145527378863,  0.0886334407465426   
34,      1,       11,      P22,    5,       2,       1,       12,      B,      L,      1,       70.9858317564889, 168.311887311209,  150.713426679392,  0.0916586491240477   
35,      1,       11,      P22,    5,       4,       1,       13,      A,      L,      1,       69.9508289540076, 174.982372541827,  160.79178099368,   0.0739093309799341   
36,      1,       11,      P22,    5,       4,       1,       14,      B,      L,      1,       69.8089464396616, 181.752514195685,  166.880852447665,  0.0774565716042719   
37,      1,       11,      P22,    5,       6,       1,       15,      A,      L,      1,       71.3751966644441, 172.78794243996,   NaN,               NaN                  
38,      1,       11,      P22,    5,       6,       1,       16,      B,      L,      1,       72.094522262412,  170.275107039242,  154.50183728059,   0.0821524466596459   
39,      1,       11,      P22,    5,       8,       1,       17,      A,      L,      1,       78.0566523217119, NaN,               128.686480076531,  NaN                  
40,      1,       11,      P22,    5,       8,       1,       18,      B,      L,      1,       78.025924649725,  149.389111966528,  131.253403664278,  0.0944568140742199   
41,      1,       11,      P22,    6,       2,       1,       19,      A,      L,      1,       71.0110120240479, 172.014412219085,  155.218247371153,  0.0874800252496425   
42,      1,       11,      P22,    6,       2,       1,       20,      B,      L,      1,       70.7166617750652, 173.448095057172,  156.61767077793,   0.0876584597877213   
43,      1,       11,      P22,    NaN,     NaN,     1,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
44,      1,       11,      P22,    1,       2,       2,       0,       A,      L,      1,       75.0716922673632, 166.815452552588,  150.95722219363,   0.0825949497862422   
45,      1,       11,      P22,    1,       2,       2,       1,       B,      L,      1,       74.4575803157233, 168.560785699042,  151.837481266525,  0.0871005439193624   
46,      1,       11,      P22,    1,       4,       2,       2,       A,      L,      1,       76.1971933356684, NaN,               152.279612453585,  NaN                  
47,      1,       11,      P22,    1,       4,       2,       3,       B,      L,      1,       75.0453382935351, 172.010389179489,  158.399380598033,  0.0708906696950833   
48,      1,       11,      P22,    1,       6,       2,       4,       A,      L,      1,       79.1320194696782, NaN,               158.8224658176,    NaN                  
49,      1,       11,      P22,    1,       6,       2,       5,       B,      L,      1,       77.5256466565066, 180.590608376638,  164.611089264109,  0.0832266620444194   
50,      1,       11,      P22,    1,       8,       2,       6,       B,      D,      1,       83.9273172967692, 162.179373055117,  143.576999328246,  0.0968873631607873   
51,      1,       11,      P22,    2,       2,       2,       7,       A,      L,      1,       74.5641509136182, 167.092213909646,  150.623340385921,  0.0857753829360665   
52,      1,       11,      P22,    2,       2,       2,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
53,      1,       11,      P22,    2,       4,       2,       9,       A,      L,      1,       74.2073901465349, 173.581043210053,  159.540404917172,  0.0731283244420918   
54,      1,       11,      P22,    2,       4,       2,       10,      B,      L,      1,       73.036771700858,  174.437657667491,  NaN,               NaN                  
55,      1,       11,      P22,    2,       6,       2,       11,      A,      L,      1,       75.7506412985668, 180.068181951079,  NaN,               NaN                  
56,      1,       11,      P22,    2,       6,       2,       12,      B,      L,      1,       74.9401949610512, NaN,               165.462521063435,  NaN                  
57,      1,       11,      P22,    2,       8,       2,       13,      A,      L,      1,       80.1788244059501, 152.89798213298,   134.788077935559,  0.0943224176949013   
58,      1,       11,      P22,    2,       8,       2,       14,      B,      L,      1,       80.1513268951034, 153.400762702642,  134.263919483036,  0.0996710584354479   
59,      1,       11,      P22,    3,       2,       2,       15,      A,      L,      1,       72.5678393550742, 164.783538880322,  148.674059546666,  0.0839035381961266   
60,      1,       11,      P22,    3,       2,       2,       16,      B,      L,      1,       72.3092682274137, 165.692526009381,  149.263112784967,  0.085569860543824    
61,      1,       11,      P22,    3,       4,       2,       17,      A,      L,      1,       71.5280864080218, 177.3028831052,    163.494241089203,  0.0719200104999817   
62,      1,       11,      P22,    3,       4,       2,       18,      B,      L,      1,       70.955182613608,  175.271687251895,  160.929202524521,  0.0747004412884046   
63,      1,       11,      P22,    3,       6,       2,       19,      A,      L,      1,       74.2996828080978, 171.450762639094,  156.782060249395,  0.0763994916130159   
64,      1,       11,      P22,    3,       6,       2,       20,      B,      L,      1,       73.4793512757146, 170.631679344246,  155.864465333453,  0.0769125729728818   
65,      1,       11,      P22,    NaN,     NaN,     2,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
66,      1,       11,      P22,    NaN,     NaN,     3,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
67,      1,       11,      P22,    3,       5,       3,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
68,      1,       11,      P22,    3,       5,       3,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
69,      1,       11,      P22,    3,       3,       3,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
70,      1,       11,      P22,    3,       3,       3,       4,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
71,      1,       11,      P22,    3,       1,       3,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
72,      1,       11,      P22,    3,       1,       3,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
73,      1,       11,      P22,    2,       7,       3,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
74,      1,       11,      P22,    2,       7,       3,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
75,      1,       11,      P22,    2,       5,       3,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
76,      1,       11,      P22,    2,       5,       3,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
77,      1,       11,      P22,    2,       3,       3,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
78,      1,       11,      P22,    2,       3,       3,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
79,      1,       11,      P22,    2,       1,       3,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
80,      1,       11,      P22,    2,       1,       3,       14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
81,      1,       11,      P22,    1,       7,       3,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
82,      1,       11,      P22,    1,       7,       3,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
83,      1,       11,      P22,    1,       5,       3,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
84,      1,       11,      P22,    1,       5,       3,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
85,      1,       11,      P22,    1,       3,       3,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
86,      1,       11,      P22,    1,       3,       3,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
87,      1,       11,      P22,    1,       1,       3,       21,      A,      D,      1,       NaN,              NaN,               NaN,               NaN                  
88,      1,       11,      P22,    NaN,     NaN,     4,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
89,      1,       11,      P22,    6,       1,       4,       1,       A,      L,      1,       72.2398238501685, 162.124492119077,  144.944827065732,  0.0894774221528357   
90,      1,       11,      P22,    6,       1,       4,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
91,      1,       11,      P22,    5,       7,       4,       3,       A,      L,      1,       73.0339960090824, 163.224773548658,  147.792493868224,  0.0803764566689266   
92,      1,       11,      P22,    5,       7,       4,       4,       B,      L,      1,       73.0102928500553, 161.379679439471,  145.783873415946,  0.0812281563725241   
93,      1,       11,      P22,    5,       5,       4,       5,       A,      L,      1,       69.2978540286863, 171.977589647857,  157.895003005287,  0.0733468054300513   
94,      1,       11,      P22,    5,       5,       4,       6,       B,      L,      1,       69.3566385541798, 173.384111099416,  158.916883016017,  0.0753501462677008   
95,      1,       11,      P22,    5,       3,       4,       7,       A,      L,      1,       69.5372031082487, 163.228826925889,  147.869355301911,  0.0799972480415486   
96,      1,       11,      P22,    5,       3,       4,       8,       B,      L,      1,       69.1068882235384, 165.931142764772,  150.398479131305,  0.0808992897576421   
97,      1,       11,      P22,    5,       1,       4,       9,       A,      L,      1,       73.311317600131,  160.909530392929,  143.501509434622,  0.0906667758245123   
98,      1,       11,      P22,    5,       1,       4,       10,      B,      L,      1,       72.5055837288301, 169.255736964886,  151.89406433526,   0.0904253782793048   
99,      1,       11,      P22,    4,       7,       4,       11,      A,      L,      1,       67.837995737058,  149.983101322609,  135.221424785363,  0.0768837319648249   
100,     1,       11,      P22,    4,       7,       4,       12,      B,      L,      1,       67.3030379971177, 152.124341592577,  136.78919000179,   0.0798705812020194   
101,     1,       11,      P22,    4,       5,       4,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
102,     1,       11,      P22,    4,       5,       4,       14,      B,      L,      1,       65.8697332036303, 158.326495576857,  146.592706467644,  0.061113484943819    
103,     1,       11,      P22,    4,       3,       4,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
104,     1,       11,      P22,    4,       3,       4,       16,      B,      L,      1,       66.0153717003816, 158.44445658213,   143.7029622104,    0.0767786165194262   
105,     1,       11,      P22,    4,       1,       4,       17,      A,      L,      1,       71.7325936473727, 160.087070282981,  142.470438382542,  0.0917532911481201   
106,     1,       11,      P22,    4,       1,       4,       18,      B,      L,      1,       71.4653027292629, 165.474713324012,  150.046063035919,  0.0803575535838162   
107,     1,       11,      P22,    3,       7,       4,       19,      A,      L,      1,       70.920923115029,  177.791475042519,  161.07845041643,   0.087047003260879    
108,     1,       11,      P22,    3,       7,       4,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
109,     1,       11,      P22,    NaN,     NaN,     4,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
110,     1,       11,      P22,    8,       7,       5,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
111,     1,       11,      P22,    8,       7,       5,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
112,     1,       11,      P22,    8,       5,       5,       2,       A,      L,      1,       75.3785791465497, 172.622505805732,  159.46060685632,   0.068551557028185    
113,     1,       11,      P22,    8,       5,       5,       3,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
114,     1,       11,      P22,    8,       3,       5,       4,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
115,     1,       11,      P22,    8,       3,       5,       5,       B,      L,      1,       71.7100873688647, 177.463934991779,  162.215042923001,  0.0794213128582192   
116,     1,       11,      P22,    8,       1,       5,       6,       B,      D,      1,       74.0542284524472, 174.383766778737,  156.909610085849,  0.0910112327754551   
117,     1,       11,      P22,    7,       7,       5,       7,       A,      L,      1,       76.5037895162855, 168.517520528967,  152.464714164647,  0.0836083664808304   
118,     1,       11,      P22,    7,       7,       5,       8,       B,      L,      1,       78.2603491183473, 171.424800962224,  154.934817491803,  0.0858853305751093   
119,     1,       11,      P22,    7,       5,       5,       9,       A,      L,      1,       72.5571536709746, 176.014155438568,  161.863796477788,  0.0736997862540659   
120,     1,       11,      P22,    7,       5,       5,       10,      B,      L,      1,       73.756759069106,  NaN,               149.496125085806,  NaN                  
121,     1,       11,      P22,    7,       3,       5,       11,      A,      L,      1,       68.1207754902916, 166.741260193867,  151.669944968491,  0.0784964334655002   
122,     1,       11,      P22,    7,       3,       5,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
123,     1,       11,      P22,    7,       1,       5,       13,      A,      L,      1,       70.4230416317803, 170.311495483408,  151.787417533476,  0.0964795726558993   
124,     1,       11,      P22,    7,       1,       5,       14,      B,      L,      1,       69.60568733468,   165.397923087332,  147.323639849196,  0.0941368918652941   
125,     1,       11,      P22,    6,       7,       5,       15,      A,      L,      1,       72.6175450185772, 160.442996891889,  145.103873103024,  0.0798912697336717   
126,     1,       11,      P22,    6,       7,       5,       16,      B,      L,      1,       72.0424997474722, 159.383220639945,  144.008558945507,  0.0800763629918655   
127,     1,       11,      P22,    6,       5,       5,       17,      A,      L,      1,       68.3760403776782, 170.104000324688,  156.68576813994,   0.0698866259622273   
128,     1,       11,      P22,    6,       5,       5,       18,      B,      L,      1,       68.0825645925215, 169.290997128472,  156.351424230623,  0.0673936088429639   
129,     1,       11,      P22,    6,       3,       5,       19,      A,      L,      1,       67.2708347931018, 164.150536660544,  149.323968079607,  0.0772217113590461   
130,     1,       11,      P22,    6,       3,       5,       20,      B,      L,      1,       66.93467589799,   164.593613594959,  149.466150083012,  0.0787888724580524   
131,     1,       11,      P22,    NaN,     NaN,     5,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
132,     1,       10,      P21,    NaN,     NaN,     6,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
133,     1,       10,      P21,    6,       4,       6,       1,       A,      L,      1,       69.3069788789829, 154.045452853045,  134.799201057637,  0.100240894767751    
134,     1,       10,      P21,    6,       4,       6,       2,       B,      L,      1,       70.1664493297421, NaN,               127.661057738646,  NaN                  
135,     1,       10,      P21,    6,       6,       6,       3,       A,      L,      1,       71.5733156317225, 214.32047091102,   121.67650485798,   NaN                  
136,     1,       10,      P21,    6,       6,       6,       4,       B,      L,      1,       73.2848187037573, 139.786218405598,  119.951361166207,  0.103306548121825    
137,     1,       10,      P21,    6,       8,       6,       5,       A,      L,      1,       90.9908106353383, 109.757972180163,  96.3944088791921,  0.0696018921925585   
138,     1,       10,      P21,    6,       8,       6,       6,       B,      L,      1,       96.0358548854159, 124.846313090434,  100.463907555792,  0.126991695492925    
139,     1,       10,      P21,    7,       2,       6,       7,       A,      L,      1,       75.903140209716,  143.210745601199,  123.444956909664,  0.10294681610174     
140,     1,       10,      P21,    7,       2,       6,       8,       B,      L,      1,       79.0878634540249, 136.030834331698,  116.002017930842,  0.104316752087791    
141,     1,       10,      P21,    7,       4,       6,       9,       A,      L,      1,       71.239707193963,  137.879905625261,  118.812123085284,  0.099311367395716    
142,     1,       10,      P21,    7,       4,       6,       10,      B,      L,      1,       73.831572491361,  138.155802726906,  118.270234996446,  0.103570665262814    
143,     1,       10,      P21,    7,       6,       6,       11,      A,      L,      1,       78.3561632557306, 133.583302577512,  115.055872553767,  0.0964970313736716   
144,     1,       10,      P21,    7,       6,       6,       12,      B,      L,      1,       82.512878965932,  128.560384297409,  108.763529709103,  0.10310861764743     
145,     1,       10,      P21,    7,       8,       6,       13,      A,      L,      1,       114.856224582456, 98.3186995815595,  70.7954702748771,  0.143350152638971    
146,     1,       10,      P21,    7,       8,       6,       14,      B,      L,      1,       131.06132344954,  NaN,               NaN,               NaN                  
147,     1,       10,      P21,    8,       2,       6,       15,      A,      L,      1,       90.9100000556635, 119.930225452589,  167.026081915285,  NaN                  
148,     1,       10,      P21,    8,       2,       6,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
149,     1,       10,      P21,    8,       4,       6,       17,      A,      L,      1,       80.3010188286253, 129.909916453425,  110.196001645417,  0.102676639625042    
150,     1,       10,      P21,    8,       4,       6,       18,      B,      L,      1,       86.3129866976727, 147.629755541868,  181.707583832831,  NaN                  
151,     1,       10,      P21,    8,       6,       6,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
152,     1,       10,      P21,    8,       6,       6,       20,      B,      L,      1,       113.734068757595, 103.456707991343,  76.4254744234423,  0.140787674832817    
153,     1,       10,      P21,    8,       8,       6,       21,      A,      D,      1,       171.870776271086, 3.26543314100195,  2.86612695174251,  0.00207971973572628  
154,     1,       10,      P21,    NaN,     NaN,     7,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
155,     1,       10,      P21,    3,       8,       7,       1,       A,      L,      1,       85.7022393296179, 115.707179206971,  96.0881405058868,  0.102182493234815    
156,     1,       10,      P21,    3,       8,       7,       2,       B,      L,      1,       81.8630847610946, 121.249983684407,  101.053000456624,  0.105192620978037    
157,     1,       10,      P21,    4,       2,       7,       3,       A,      L,      1,       70.9752467971485, 146.385867523579,  126.999104921966,  0.100972721883397    
158,     1,       10,      P21,    4,       2,       7,       4,       B,      L,      1,       71.1443613346776, 147.026221974157,  126.587539399919,  0.106451471740823    
159,     1,       10,      P21,    4,       4,       7,       5,       A,      L,      1,       68.2542107607665, 149.087109565361,  129.528704016014,  0.101866695569512    
160,     1,       10,      P21,    4,       4,       7,       6,       B,      L,      1,       68.9995717726905, 131.727588021386,  110.317331335868,  0.111511753570406    
161,     1,       10,      P21,    4,       6,       7,       7,       A,      L,      1,       70.2300385306141, 142.127168137973,  123.375347008854,  0.0976657350474962   
162,     1,       10,      P21,    4,       6,       7,       8,       B,      L,      1,       70.3975392358174, 147.307634305918,  127.29028127683,   0.104257047026502    
163,     1,       10,      P21,    4,       8,       7,       9,       A,      L,      1,       83.1096460679997, 116.289475119026,  96.5941117180921,  0.102580017713196    
164,     1,       10,      P21,    4,       8,       7,       10,      B,      L,      1,       81.6325262705385, 116.830507978282,  96.4584623893395,  0.106104404109076    
165,     1,       10,      P21,    5,       2,       7,       11,      A,      L,      1,       71.9632207441324, 149.371023542259,  130.2003407738,    0.0998473060857213   
166,     1,       10,      P21,    5,       2,       7,       12,      B,      L,      1,       72.233026418958,  148.925342929665,  128.266545927164,  0.107597901054692    
167,     1,       10,      P21,    5,       4,       7,       13,      A,      L,      1,       69.0088950555116, 138.127116632007,  118.476378821091,  0.102347592765189    
168,     1,       10,      P21,    5,       4,       7,       14,      B,      L,      1,       68.3143119986688, 160.472933039052,  140.615570628912,  0.103423762552817    
169,     1,       10,      P21,    5,       6,       7,       15,      A,      L,      1,       70.8862846542139, 146.063691338552,  126.583245554625,  0.101460655124619    
170,     1,       10,      P21,    5,       6,       7,       16,      B,      L,      1,       71.7012569830625, 141.459262732104,  121.934307392007,  0.101692475729674    
171,     1,       10,      P21,    5,       8,       7,       17,      A,      L,      1,       85.2699915319379, 118.72431569762,   99.0953411608025,  0.102234242379259    
172,     1,       10,      P21,    5,       8,       7,       18,      B,      L,      1,       85.6787081109254, 125.814778760128,  105.653511567936,  0.105006599959332    
173,     1,       10,      P21,    6,       2,       7,       19,      A,      L,      1,       73.2273131943474, 150.107284959855,  132.290818511855,  0.0927940960833297   
174,     1,       10,      P21,    6,       2,       7,       20,      B,      L,      1,       74.3858595622495, 153.836996249111,  137.158269268266,  0.0868683696919025   
175,     1,       10,      P21,    NaN,     NaN,     7,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
176,     1,       10,      P21,    1,       2,       8,       0,       A,      L,      1,       86.4473272559383, 117.677776702788,  97.576871293334,   0.104692215674237    
177,     1,       10,      P21,    1,       2,       8,       1,       B,      L,      1,       81.1060936318952, 122.646294886539,  104.115343508622,  0.0965153717599852   
178,     1,       10,      P21,    1,       4,       8,       2,       A,      L,      1,       77.9395625045992, 115.999012454172,  97.4374788683417,  0.096674654092867    
179,     1,       10,      P21,    1,       4,       8,       3,       B,      L,      1,       74.9938412600016, 117.011341117949,  97.3998220654647,  0.102143328398358    
180,     1,       10,      P21,    1,       6,       8,       4,       A,      L,      1,       86.3676077120366, 120.841672775883,  102.046807696398,  0.0978899222889812   
181,     1,       10,      P21,    1,       6,       8,       5,       B,      L,      1,       81.8812596453612, 124.169808349145,  104.488928759629,  0.102504581195397    
182,     1,       10,      P21,    1,       8,       8,       6,       B,      D,      1,       114.755992982471, 70.01957677515,    33.1436263304415,  0.192062241899524    
183,     1,       10,      P21,    2,       2,       8,       7,       A,      L,      1,       77.6053309806275, 131.590079612743,  112.407654813829,  0.0999084624943445   
184,     1,       10,      P21,    2,       2,       8,       8,       B,      L,      1,       75.1913503895855, 140.651494987977,  122.540288082186,  0.0943292026343255   
185,     1,       10,      P21,    2,       4,       8,       9,       A,      L,      1,       72.8237334906472, 115.717830367218,  96.7328819812705,  0.0988799395101451   
186,     1,       10,      P21,    2,       4,       8,       10,      B,      L,      1,       71.9295841330337, 118.217613013304,  98.1022541956206,  0.104767493842102    
187,     1,       10,      P21,    2,       6,       8,       11,      A,      L,      1,       78.4540122995843, 129.551372516608,  147.420272429658,  NaN                  
188,     1,       10,      P21,    2,       6,       8,       12,      B,      L,      1,       75.3786635359944, 191.171433748787,  113.348939644371,  NaN                  
189,     1,       10,      P21,    2,       8,       8,       13,      A,      L,      1,       97.0611958664556, 111.334703683984,  91.3366151041565,  0.104156711353269    
190,     1,       10,      P21,    2,       8,       8,       14,      B,      L,      1,       88.55322840174,   130.021280522136,  100.258547547805,  0.155014234241309    
191,     1,       10,      P21,    3,       2,       8,       15,      A,      L,      1,       73.1984697868367, 145.233256021783,  125.941338695057,  0.1004787360767      
192,     1,       10,      P21,    3,       2,       8,       16,      B,      L,      1,       72.2751193576943, 145.095050466115,  125.136543700791,  0.103950556069393    
193,     1,       10,      P21,    3,       4,       8,       17,      A,      L,      1,       69.9340361709882, 148.489958019856,  129.37339890855,   0.0995654120380543   
194,     1,       10,      P21,    3,       4,       8,       18,      B,      L,      1,       69.5861051086157, NaN,               133.874163516192,  NaN                  
195,     1,       10,      P21,    3,       6,       8,       19,      A,      L,      1,       72.9758056253599, NaN,               116.16583733716,   NaN                  
196,     1,       10,      P21,    3,       6,       8,       20,      B,      L,      1,       72.0464307126173, 135.854495844183,  115.952944719832,  0.103653912105994    
197,     1,       10,      P21,    NaN,     NaN,     8,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
198,     1,       10,      P21,    NaN,     NaN,     9,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
199,     1,       10,      P21,    3,       5,       9,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
200,     1,       10,      P21,    3,       5,       9,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
201,     1,       10,      P21,    3,       3,       9,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
202,     1,       10,      P21,    3,       3,       9,       4,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
203,     1,       10,      P21,    3,       1,       9,       5,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
204,     1,       10,      P21,    3,       1,       9,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
205,     1,       10,      P21,    2,       7,       9,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
206,     1,       10,      P21,    2,       7,       9,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
207,     1,       10,      P21,    2,       5,       9,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
208,     1,       10,      P21,    2,       5,       9,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
209,     1,       10,      P21,    2,       3,       9,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
210,     1,       10,      P21,    2,       3,       9,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
211,     1,       10,      P21,    2,       1,       9,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
212,     1,       10,      P21,    2,       1,       9,       14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
213,     1,       10,      P21,    1,       7,       9,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
214,     1,       10,      P21,    1,       7,       9,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
215,     1,       10,      P21,    1,       5,       9,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
216,     1,       10,      P21,    1,       5,       9,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
