Date_________JDUT, , ,R.A._(a-app), DEC_(a-app),
************************************************
$$SOE
2459565.198611111, , ,   264.49290,   -23.34106,
2459565.199305556, , ,   264.49367,   -23.34109,
2459565.200000000, , ,   264.49444,   -23.34112,
2459565.200694445, , ,   264.49521,   -23.34115,
2459565.201388889, , ,   264.49597,   -23.34117,
2459565.202083333, , ,   264.49674,   -23.34120,
2459565.202777778, , ,   264.49751,   -23.34123,
2459565.203472222, , ,   264.49828,   -23.34125,
2459565.204166667, , ,   264.49905,   -23.34128,
2459565.204861111, , ,   264.49982,   -23.34131,
2459565.205555555, , ,   264.50059,   -23.34133,
2459565.206250000, , ,   264.50136,   -23.34136,
2459565.206944444, , ,   264.50212,   -23.34139,
2459565.207638889, , ,   264.50289,   -23.34141,
2459565.208333333, , ,   264.50366,   -23.34144,
2459565.209027778, , ,   264.50443,   -23.34147,
2459565.209722222, , ,   264.50520,   -23.34149,
2459565.210416667, , ,   264.50597,   -23.34152,
2459565.211111111, , ,   264.50674,   -23.34155,
2459565.211805556, , ,   264.50751,   -23.34158,
2459565.212500000, , ,   264.50827,   -23.34160,
2459565.213194444, , ,   264.50904,   -23.34163,
2459565.213888889, , ,   264.50981,   -23.34166,
2459565.214583333, , ,   264.51058,   -23.34168,
2459565.215277778, , ,   264.51135,   -23.34171,
2459565.215972222, , ,   264.51212,   -23.34174,
2459565.216666667, , ,   264.51289,   -23.34176,
2459565.217361111, , ,   264.51366,   -23.34179,
2459565.218055556, , ,   264.51443,   -23.34182,
2459565.218750000, , ,   264.51519,   -23.34184,
2459565.219444444, , ,   264.51596,   -23.34187,
2459565.220138889, , ,   264.51673,   -23.34190,
2459565.220833333, , ,   264.51750,   -23.34192,
2459565.221527778, , ,   264.51827,   -23.34195,
2459565.222222222, , ,   264.51904,   -23.34198,
2459565.222916667, , ,   264.51981,   -23.34200,
2459565.223611111, , ,   264.52058,   -23.34203,
2459565.224305556, , ,   264.52134,   -23.34206,
2459565.225000000, , ,   264.52211,   -23.34209,
2459565.225694444, , ,   264.52288,   -23.34211,
2459565.226388889, , ,   264.52365,   -23.34214,
2459565.227083333, , ,   264.52442,   -23.34217,
2459565.227777778, , ,   264.52519,   -23.34219,
2459565.228472222, , ,   264.52596,   -23.34222,
2459565.229166667, , ,   264.52673,   -23.34225,
2459565.229861111, , ,   264.52750,   -23.34227,
2459565.230555556, , ,   264.52826,   -23.34230,
2459565.231250000, , ,   264.52903,   -23.34233,
2459565.231944445, , ,   264.52980,   -23.34235,
2459565.232638889, , ,   264.53057,   -23.34238,
2459565.233333333, , ,   264.53134,   -23.34241,
2459565.234027778, , ,   264.53211,   -23.34243,
2459565.234722222, , ,   264.53288,   -23.34246,
2459565.235416667, , ,   264.53365,   -23.34249,
2459565.236111111, , ,   264.53441,   -23.34251,
2459565.236805555, , ,   264.53518,   -23.34254,
2459565.237500000, , ,   264.53595,   -23.34257,
2459565.238194444, , ,   264.53672,   -23.34259,
2459565.238888889, , ,   264.53749,   -23.34262,
2459565.239583333, , ,   264.53826,   -23.34265,
2459565.240277778, , ,   264.53903,   -23.34267,
2459565.240972222, , ,   264.53980,   -23.34270,
2459565.241666667, , ,   264.54057,   -23.34273,
2459565.242361111, , ,   264.54133,   -23.34275,
2459565.243055556, , ,   264.54210,   -23.34278,
2459565.243750000, , ,   264.54287,   -23.34281,
2459565.244444444, , ,   264.54364,   -23.34283,
2459565.245138889, , ,   264.54441,   -23.34286,
2459565.245833333, , ,   264.54518,   -23.34289,
2459565.246527778, , ,   264.54595,   -23.34291,
2459565.247222222, , ,   264.54672,   -23.34294,
2459565.247916667, , ,   264.54749,   -23.34297,
2459565.248611111, , ,   264.54825,   -23.34299,
2459565.249305556, , ,   264.54902,   -23.34302,
2459565.250000000, , ,   264.54979,   -23.34305,
2459565.250694444, , ,   264.55056,   -23.34307,
2459565.251388889, , ,   264.55133,   -23.34310,
2459565.252083333, , ,   264.55210,   -23.34313,
2459565.252777778, , ,   264.55287,   -23.34315,
2459565.253472222, , ,   264.55364,   -23.34318,
2459565.254166667, , ,   264.55440,   -23.34321,
2459565.254861111, , ,   264.55517,   -23.34323,
2459565.255555556, , ,   264.55594,   -23.34326,
2459565.256250000, , ,   264.55671,   -23.34329,
2459565.256944444, , ,   264.55748,   -23.34331,
2459565.257638889, , ,   264.55825,   -23.34334,
2459565.258333333, , ,   264.55902,   -23.34337,
2459565.259027778, , ,   264.55979,   -23.34339,
2459565.259722222, , ,   264.56056,   -23.34342,
2459565.260416667, , ,   264.56132,   -23.34345,
2459565.261111111, , ,   264.56209,   -23.34347,
2459565.261805556, , ,   264.56286,   -23.34350,
2459565.262500000, , ,   264.56363,   -23.34353,
2459565.263194445, , ,   264.56440,   -23.34355,
2459565.263888889, , ,   264.56517,   -23.34358,
2459565.264583333, , ,   264.56594,   -23.34361,
2459565.265277778, , ,   264.56671,   -23.34363,
2459565.265972222, , ,   264.56748,   -23.34366,
2459565.266666667, , ,   264.56824,   -23.34369,
2459565.267361111, , ,   264.56901,   -23.34371,
2459565.268055555, , ,   264.56978,   -23.34374,
2459565.268750000, , ,   264.57055,   -23.34377,
2459565.269444444, , ,   264.57132,   -23.34379,
2459565.270138889, , ,   264.57209,   -23.34382,
2459565.270833333, , ,   264.57286,   -23.34384,
2459565.271527778, , ,   264.57363,   -23.34387,
2459565.272222222, , ,   264.57439,   -23.34390,
2459565.272916667, , ,   264.57516,   -23.34392,
2459565.273611111, , ,   264.57593,   -23.34395,
2459565.274305556, , ,   264.57670,   -23.34398,
2459565.275000000, , ,   264.57747,   -23.34400,
2459565.275694444, , ,   264.57824,   -23.34403,
2459565.276388889, , ,   264.57901,   -23.34406,
2459565.277083333, , ,   264.57978,   -23.34408,
2459565.277777778, , ,   264.58055,   -23.34411,
2459565.278472222, , ,   264.58131,   -23.34414,
2459565.279166667, , ,   264.58208,   -23.34416,
2459565.279861111, , ,   264.58285,   -23.34419,
2459565.280555556, , ,   264.58362,   -23.34422,
2459565.281250000, , ,   264.58439,   -23.34424,
2459565.281944444, , ,   264.58516,   -23.34427,
2459565.282638889, , ,   264.58593,   -23.34430,
2459565.283333333, , ,   264.58670,   -23.34432,
2459565.284027778, , ,   264.58747,   -23.34435,
2459565.284722222, , ,   264.58823,   -23.34437,
2459565.285416667, , ,   264.58900,   -23.34440,
2459565.286111111, , ,   264.58977,   -23.34443,
2459565.286805556, , ,   264.59054,   -23.34445,
2459565.287500000, , ,   264.59131,   -23.34448,
2459565.288194444, , ,   264.59208,   -23.34451,
2459565.288888889, , ,   264.59285,   -23.34453,
2459565.289583333, , ,   264.59362,   -23.34456,
2459565.290277778, , ,   264.59438,   -23.34459,
2459565.290972222, , ,   264.59515,   -23.34461,
2459565.291666667, , ,   264.59592,   -23.34464,
2459565.292361111, , ,   264.59669,   -23.34467,
2459565.293055556, , ,   264.59746,   -23.34469,
2459565.293750000, , ,   264.59823,   -23.34472,
2459565.294444445, , ,   264.59900,   -23.34475,
2459565.295138889, , ,   264.59977,   -23.34477,
2459565.295833333, , ,   264.60054,   -23.34480,
2459565.296527778, , ,   264.60130,   -23.34482,
2459565.297222222, , ,   264.60207,   -23.34485,
2459565.297916667, , ,   264.60284,   -23.34488,
2459565.298611111, , ,   264.60361,   -23.34490,
2459565.299305555, , ,   264.60438,   -23.34493,
2459565.300000000, , ,   264.60515,   -23.34496,
2459565.300694444, , ,   264.60592,   -23.34498,
2459565.301388889, , ,   264.60669,   -23.34501,
2459565.302083333, , ,   264.60746,   -23.34504,
2459565.302777778, , ,   264.60822,   -23.34506,
2459565.303472222, , ,   264.60899,   -23.34509,
2459565.304166667, , ,   264.60976,   -23.34511,
2459565.304861111, , ,   264.61053,   -23.34514,
2459565.305555556, , ,   264.61130,   -23.34517,
2459565.306250000, , ,   264.61207,   -23.34519,
2459565.306944444, , ,   264.61284,   -23.34522,
2459565.307638889, , ,   264.61361,   -23.34525,
2459565.308333333, , ,   264.61438,   -23.34527,
2459565.309027778, , ,   264.61514,   -23.34530,
2459565.309722222, , ,   264.61591,   -23.34533,
2459565.310416667, , ,   264.61668,   -23.34535,
2459565.311111111, , ,   264.61745,   -23.34538,
2459565.311805556, , ,   264.61822,   -23.34540,
2459565.312500000, , ,   264.61899,   -23.34543,
2459565.313194444, , ,   264.61976,   -23.34546,
2459565.313888889, , ,   264.62053,   -23.34548,
2459565.314583333, , ,   264.62130,   -23.34551,
2459565.315277778, , ,   264.62206,   -23.34554,
2459565.315972222, , ,   264.62283,   -23.34556,
2459565.316666667, , ,   264.62360,   -23.34559,
2459565.317361111, , ,   264.62437,   -23.34561,
2459565.318055556, , ,   264.62514,   -23.34564,
2459565.318750000, , ,   264.62591,   -23.34567,
2459565.319444444, , ,   264.62668,   -23.34569,
2459565.320138889, , ,   264.62745,   -23.34572,
2459565.320833333, , ,   264.62822,   -23.34575,
2459565.321527778, , ,   264.62898,   -23.34577,
2459565.322222222, , ,   264.62975,   -23.34580,
2459565.322916667, , ,   264.63052,   -23.34582,
2459565.323611111, , ,   264.63129,   -23.34585,
2459565.324305556, , ,   264.63206,   -23.34588,
2459565.325000000, , ,   264.63283,   -23.34590,
2459565.325694445, , ,   264.63360,   -23.34593,
2459565.326388889, , ,   264.63437,   -23.34596,
2459565.327083333, , ,   264.63514,   -23.34598,
2459565.327777778, , ,   264.63590,   -23.34601,
2459565.328472222, , ,   264.63667,   -23.34603,
2459565.329166667, , ,   264.63744,   -23.34606,
2459565.329861111, , ,   264.63821,   -23.34609,
2459565.330555555, , ,   264.63898,   -23.34611,
2459565.331250000, , ,   264.63975,   -23.34614,
2459565.331944444, , ,   264.64052,   -23.34617,
2459565.332638889, , ,   264.64129,   -23.34619,
2459565.333333333, , ,   264.64206,   -23.34622,
2459565.334027778, , ,   264.64282,   -23.34624,
2459565.334722222, , ,   264.64359,   -23.34627,
2459565.335416667, , ,   264.64436,   -23.34630,
2459565.336111111, , ,   264.64513,   -23.34632,
2459565.336805556, , ,   264.64590,   -23.34635,
2459565.337500000, , ,   264.64667,   -23.34638,
2459565.338194444, , ,   264.64744,   -23.34640,
2459565.338888889, , ,   264.64821,   -23.34643,
2459565.339583333, , ,   264.64898,   -23.34645,
2459565.340277778, , ,   264.64974,   -23.34648,
2459565.340972222, , ,   264.65051,   -23.34651,
2459565.341666667, , ,   264.65128,   -23.34653,
2459565.342361111, , ,   264.65205,   -23.34656,
2459565.343055556, , ,   264.65282,   -23.34658,
2459565.343750000, , ,   264.65359,   -23.34661,
2459565.344444444, , ,   264.65436,   -23.34664,
2459565.345138889, , ,   264.65513,   -23.34666,
2459565.345833333, , ,   264.65590,   -23.34669,
2459565.346527778, , ,   264.65666,   -23.34672,
2459565.347222222, , ,   264.65743,   -23.34674,
2459565.347916667, , ,   264.65820,   -23.34677,
2459565.348611111, , ,   264.65897,   -23.34679,
2459565.349305556, , ,   264.65974,   -23.34682,
2459565.350000000, , ,   264.66051,   -23.34685,
2459565.350694444, , ,   264.66128,   -23.34687,
2459565.351388889, , ,   264.66205,   -23.34690,
2459565.352083333, , ,   264.66282,   -23.34692,
2459565.352777778, , ,   264.66358,   -23.34695,
2459565.353472222, , ,   264.66435,   -23.34698,
2459565.354166667, , ,   264.66512,   -23.34700,
2459565.354861111, , ,   264.66589,   -23.34703,
2459565.355555556, , ,   264.66666,   -23.34706,
2459565.356250000, , ,   264.66743,   -23.34708,
2459565.356944445, , ,   264.66820,   -23.34711,
2459565.357638889, , ,   264.66897,   -23.34713,
2459565.358333333, , ,   264.66974,   -23.34716,
2459565.359027778, , ,   264.67050,   -23.34719,
2459565.359722222, , ,   264.67127,   -23.34721,
2459565.360416667, , ,   264.67204,   -23.34724,
2459565.361111111, , ,   264.67281,   -23.34726,
2459565.361805555, , ,   264.67358,   -23.34729,
2459565.362500000, , ,   264.67435,   -23.34732,
2459565.363194444, , ,   264.67512,   -23.34734,
2459565.363888889, , ,   264.67589,   -23.34737,
2459565.364583333, , ,   264.67666,   -23.34739,
2459565.365277778, , ,   264.67742,   -23.34742,
2459565.365972222, , ,   264.67819,   -23.34745,
2459565.366666667, , ,   264.67896,   -23.34747,
2459565.367361111, , ,   264.67973,   -23.34750,
2459565.368055556, , ,   264.68050,   -23.34752,
2459565.368750000, , ,   264.68127,   -23.34755,
2459565.369444444, , ,   264.68204,   -23.34758,
2459565.370138889, , ,   264.68281,   -23.34760,
2459565.370833333, , ,   264.68358,   -23.34763,
2459565.371527778, , ,   264.68434,   -23.34765,
2459565.372222222, , ,   264.68511,   -23.34768,
2459565.372916667, , ,   264.68588,   -23.34771,
2459565.373611111, , ,   264.68665,   -23.34773,
2459565.374305556, , ,   264.68742,   -23.34776,
2459565.375000000, , ,   264.68819,   -23.34778,
2459565.375694444, , ,   264.68896,   -23.34781,
2459565.376388889, , ,   264.68973,   -23.34784,
2459565.377083333, , ,   264.69050,   -23.34786,
2459565.377777778, , ,   264.69126,   -23.34789,
2459565.378472222, , ,   264.69203,   -23.34791,
2459565.379166667, , ,   264.69280,   -23.34794,
2459565.379861111, , ,   264.69357,   -23.34797,
2459565.380555556, , ,   264.69434,   -23.34799,
2459565.381250000, , ,   264.69511,   -23.34802,
2459565.381944444, , ,   264.69588,   -23.34804,
2459565.382638889, , ,   264.69665,   -23.34807,
2459565.383333333, , ,   264.69742,   -23.34810,
2459565.384027778, , ,   264.69818,   -23.34812,
2459565.384722222, , ,   264.69895,   -23.34815,
2459565.385416667, , ,   264.69972,   -23.34817,
2459565.386111111, , ,   264.70049,   -23.34820,
2459565.386805556, , ,   264.70126,   -23.34823,
2459565.387500000, , ,   264.70203,   -23.34825,
2459565.388194445, , ,   264.70280,   -23.34828,
2459565.388888889, , ,   264.70357,   -23.34830,
2459565.389583333, , ,   264.70434,   -23.34833,
2459565.390277778, , ,   264.70511,   -23.34835,
2459565.390972222, , ,   264.70587,   -23.34838,
2459565.391666667, , ,   264.70664,   -23.34841,
2459565.392361111, , ,   264.70741,   -23.34843,
2459565.393055555, , ,   264.70818,   -23.34846,
2459565.393750000, , ,   264.70895,   -23.34848,
2459565.394444444, , ,   264.70972,   -23.34851,
2459565.395138889, , ,   264.71049,   -23.34854,
2459565.395833333, , ,   264.71126,   -23.34856,
2459565.396527778, , ,   264.71203,   -23.34859,
2459565.397222222, , ,   264.71279,   -23.34861,
2459565.397916667, , ,   264.71356,   -23.34864,
2459565.398611111, , ,   264.71433,   -23.34867,
2459565.399305556, , ,   264.71510,   -23.34869,
2459565.400000000, , ,   264.71587,   -23.34872,
2459565.400694444, , ,   264.71664,   -23.34874,
2459565.401388889, , ,   264.71741,   -23.34877,
2459565.402083333, , ,   264.71818,   -23.34879,
2459565.402777778, , ,   264.71895,   -23.34882,
2459565.403472222, , ,   264.71971,   -23.34885,
2459565.404166667, , ,   264.72048,   -23.34887,
2459565.404861111, , ,   264.72125,   -23.34890,
2459565.405555556, , ,   264.72202,   -23.34892,
2459565.406250000, , ,   264.72279,   -23.34895,
2459565.406944444, , ,   264.72356,   -23.34898,
2459565.407638889, , ,   264.72433,   -23.34900,
2459565.408333333, , ,   264.72510,   -23.34903,
2459565.409027778, , ,   264.72587,   -23.34905,
2459565.409722222, , ,   264.72663,   -23.34908,
2459565.410416667, , ,   264.72740,   -23.34910,
2459565.411111111, , ,   264.72817,   -23.34913,
2459565.411805556, , ,   264.72894,   -23.34916,
2459565.412500000, , ,   264.72971,   -23.34918,
2459565.413194444, , ,   264.73048,   -23.34921,
2459565.413888889, , ,   264.73125,   -23.34923,
2459565.414583333, , ,   264.73202,   -23.34926,
2459565.415277778, , ,   264.73279,   -23.34928,
2459565.415972222, , ,   264.73356,   -23.34931,
2459565.416666667, , ,   264.73432,   -23.34934,
2459565.417361111, , ,   264.73509,   -23.34936,
2459565.418055556, , ,   264.73586,   -23.34939,
2459565.418750000, , ,   264.73663,   -23.34941,
2459565.419444445, , ,   264.73740,   -23.34944,
2459565.420138889, , ,   264.73817,   -23.34946,
2459565.420833333, , ,   264.73894,   -23.34949,
2459565.421527778, , ,   264.73971,   -23.34952,
2459565.422222222, , ,   264.74048,   -23.34954,
2459565.422916667, , ,   264.74124,   -23.34957,
2459565.423611111, , ,   264.74201,   -23.34959,
2459565.424305555, , ,   264.74278,   -23.34962,
2459565.425000000, , ,   264.74355,   -23.34964,
2459565.425694444, , ,   264.74432,   -23.34967,
2459565.426388889, , ,   264.74509,   -23.34970,
2459565.427083333, , ,   264.74586,   -23.34972,
2459565.427777778, , ,   264.74663,   -23.34975,
2459565.428472222, , ,   264.74740,   -23.34977,
2459565.429166667, , ,   264.74817,   -23.34980,
2459565.429861111, , ,   264.74893,   -23.34982,
2459565.430555556, , ,   264.74970,   -23.34985,
2459565.431250000, , ,   264.75047,   -23.34988,
2459565.431944444, , ,   264.75124,   -23.34990,
2459565.432638889, , ,   264.75201,   -23.34993,
2459565.433333333, , ,   264.75278,   -23.34995,
2459565.434027778, , ,   264.75355,   -23.34998,
2459565.434722222, , ,   264.75432,   -23.35000,
2459565.435416667, , ,   264.75509,   -23.35003,
2459565.436111111, , ,   264.75585,   -23.35006,
2459565.436805556, , ,   264.75662,   -23.35008,
2459565.437500000, , ,   264.75739,   -23.35011,
2459565.438194444, , ,   264.75816,   -23.35013,
2459565.438888889, , ,   264.75893,   -23.35016,
2459565.439583333, , ,   264.75970,   -23.35018,
2459565.440277778, , ,   264.76047,   -23.35021,
2459565.440972222, , ,   264.76124,   -23.35024,
2459565.441666667, , ,   264.76201,   -23.35026,
2459565.442361111, , ,   264.76278,   -23.35029,
2459565.443055556, , ,   264.76354,   -23.35031,
2459565.443750000, , ,   264.76431,   -23.35034,
2459565.444444444, , ,   264.76508,   -23.35036,
2459565.445138889, , ,   264.76585,   -23.35039,
2459565.445833333, , ,   264.76662,   -23.35041,
2459565.446527778, , ,   264.76739,   -23.35044,
2459565.447222222, , ,   264.76816,   -23.35047,
2459565.447916667, , ,   264.76893,   -23.35049,
2459565.448611111, , ,   264.76970,   -23.35052,
2459565.449305556, , ,   264.77046,   -23.35054,
2459565.450000000, , ,   264.77123,   -23.35057,
2459565.450694445, , ,   264.77200,   -23.35059,
2459565.451388889, , ,   264.77277,   -23.35062,
2459565.452083333, , ,   264.77354,   -23.35064,
2459565.452777778, , ,   264.77431,   -23.35067,
2459565.453472222, , ,   264.77508,   -23.35070,
2459565.454166667, , ,   264.77585,   -23.35072,
2459565.454861111, , ,   264.77662,   -23.35075,
2459565.455555555, , ,   264.77739,   -23.35077,
2459565.456250000, , ,   264.77815,   -23.35080,
2459565.456944444, , ,   264.77892,   -23.35082,
2459565.457638889, , ,   264.77969,   -23.35085,
2459565.458333333, , ,   264.78046,   -23.35087,
2459565.459027778, , ,   264.78123,   -23.35090,
2459565.459722222, , ,   264.78200,   -23.35093,
2459565.460416667, , ,   264.78277,   -23.35095,
2459565.461111111, , ,   264.78354,   -23.35098,
2459565.461805556, , ,   264.78431,   -23.35100,
2459565.462500000, , ,   264.78507,   -23.35103,
2459565.463194444, , ,   264.78584,   -23.35105,
2459565.463888889, , ,   264.78661,   -23.35108,
2459565.464583333, , ,   264.78738,   -23.35110,
2459565.465277778, , ,   264.78815,   -23.35113,
2459565.465972222, , ,   264.78892,   -23.35116,
2459565.466666667, , ,   264.78969,   -23.35118,
2459565.467361111, , ,   264.79046,   -23.35121,
2459565.468055556, , ,   264.79123,   -23.35123,
2459565.468750000, , ,   264.79200,   -23.35126,
2459565.469444444, , ,   264.79276,   -23.35128,
2459565.470138889, , ,   264.79353,   -23.35131,
2459565.470833333, , ,   264.79430,   -23.35133,
2459565.471527778, , ,   264.79507,   -23.35136,
2459565.472222222, , ,   264.79584,   -23.35138,
2459565.472916667, , ,   264.79661,   -23.35141,
2459565.473611111, , ,   264.79738,   -23.35144,
2459565.474305556, , ,   264.79815,   -23.35146,
2459565.475000000, , ,   264.79892,   -23.35149,
2459565.475694444, , ,   264.79968,   -23.35151,
2459565.476388889, , ,   264.80045,   -23.35154,
2459565.477083333, , ,   264.80122,   -23.35156,
2459565.477777778, , ,   264.80199,   -23.35159,
2459565.478472222, , ,   264.80276,   -23.35161,
2459565.479166667, , ,   264.80353,   -23.35164,
2459565.479861111, , ,   264.80430,   -23.35166,
2459565.480555556, , ,   264.80507,   -23.35169,
2459565.481250000, , ,   264.80584,   -23.35171,
2459565.481944445, , ,   264.80661,   -23.35174,
2459565.482638889, , ,   264.80737,   -23.35177,
2459565.483333333, , ,   264.80814,   -23.35179,
2459565.484027778, , ,   264.80891,   -23.35182,
2459565.484722222, , ,   264.80968,   -23.35184,
2459565.485416667, , ,   264.81045,   -23.35187,
2459565.486111111, , ,   264.81122,   -23.35189,
2459565.486805555, , ,   264.81199,   -23.35192,
2459565.487500000, , ,   264.81276,   -23.35194,
2459565.488194444, , ,   264.81353,   -23.35197,
2459565.488888889, , ,   264.81430,   -23.35199,
2459565.489583333, , ,   264.81506,   -23.35202,
2459565.490277778, , ,   264.81583,   -23.35204,
2459565.490972222, , ,   264.81660,   -23.35207,
2459565.491666667, , ,   264.81737,   -23.35210,
2459565.492361111, , ,   264.81814,   -23.35212,
2459565.493055556, , ,   264.81891,   -23.35215,
2459565.493750000, , ,   264.81968,   -23.35217,
2459565.494444444, , ,   264.82045,   -23.35220,
2459565.495138889, , ,   264.82122,   -23.35222,
2459565.495833333, , ,   264.82199,   -23.35225,
2459565.496527778, , ,   264.82275,   -23.35227,
2459565.497222222, , ,   264.82352,   -23.35230,
2459565.497916667, , ,   264.82429,   -23.35232,
2459565.498611111, , ,   264.82506,   -23.35235,
2459565.499305556, , ,   264.82583,   -23.35237,
2459565.500000000, , ,   264.82660,   -23.35240,
2459565.500694444, , ,   264.82737,   -23.35242,
2459565.501388889, , ,   264.82814,   -23.35245,
2459565.502083333, , ,   264.82891,   -23.35248,
2459565.502777778, , ,   264.82967,   -23.35250,
2459565.503472222, , ,   264.83044,   -23.35253,
2459565.504166667, , ,   264.83121,   -23.35255,
2459565.504861111, , ,   264.83198,   -23.35258,
2459565.505555556, , ,   264.83275,   -23.35260,
2459565.506250000, , ,   264.83352,   -23.35263,
2459565.506944444, , ,   264.83429,   -23.35265,
2459565.507638889, , ,   264.83506,   -23.35268,
2459565.508333333, , ,   264.83583,   -23.35270,
2459565.509027778, , ,   264.83660,   -23.35273,
2459565.509722222, , ,   264.83736,   -23.35275,
2459565.510416667, , ,   264.83813,   -23.35278,
2459565.511111111, , ,   264.83890,   -23.35280,
2459565.511805556, , ,   264.83967,   -23.35283,
2459565.512500000, , ,   264.84044,   -23.35285,
2459565.513194445, , ,   264.84121,   -23.35288,
2459565.513888889, , ,   264.84198,   -23.35290,
2459565.514583333, , ,   264.84275,   -23.35293,
2459565.515277778, , ,   264.84352,   -23.35296,
2459565.515972222, , ,   264.84429,   -23.35298,
2459565.516666667, , ,   264.84505,   -23.35301,
2459565.517361111, , ,   264.84582,   -23.35303,
2459565.518055555, , ,   264.84659,   -23.35306,
2459565.518750000, , ,   264.84736,   -23.35308,
2459565.519444444, , ,   264.84813,   -23.35311,
2459565.520138889, , ,   264.84890,   -23.35313,
2459565.520833333, , ,   264.84967,   -23.35316,
2459565.521527778, , ,   264.85044,   -23.35318,
2459565.522222222, , ,   264.85121,   -23.35321,
2459565.522916667, , ,   264.85198,   -23.35323,
2459565.523611111, , ,   264.85274,   -23.35326,
2459565.524305556, , ,   264.85351,   -23.35328,
2459565.525000000, , ,   264.85428,   -23.35331,
2459565.525694444, , ,   264.85505,   -23.35333,
2459565.526388889, , ,   264.85582,   -23.35336,
2459565.527083333, , ,   264.85659,   -23.35338,
2459565.527777778, , ,   264.85736,   -23.35341,
2459565.528472222, , ,   264.85813,   -23.35343,
2459565.529166667, , ,   264.85890,   -23.35346,
2459565.529861111, , ,   264.85967,   -23.35348,
2459565.530555556, , ,   264.86043,   -23.35351,
2459565.531250000, , ,   264.86120,   -23.35353,
2459565.531944444, , ,   264.86197,   -23.35356,
2459565.532638889, , ,   264.86274,   -23.35358,
2459565.533333333, , ,   264.86351,   -23.35361,
2459565.534027778, , ,   264.86428,   -23.35363,
2459565.534722222, , ,   264.86505,   -23.35366,
2459565.535416667, , ,   264.86582,   -23.35369,
2459565.536111111, , ,   264.86659,   -23.35371,
2459565.536805556, , ,   264.86736,   -23.35374,
2459565.537500000, , ,   264.86812,   -23.35376,
2459565.538194444, , ,   264.86889,   -23.35379,
2459565.538888889, , ,   264.86966,   -23.35381,
2459565.539583333, , ,   264.87043,   -23.35384,
2459565.540277778, , ,   264.87120,   -23.35386,
2459565.540972222, , ,   264.87197,   -23.35389,
2459565.541666667, , ,   264.87274,   -23.35391,
2459565.542361111, , ,   264.87351,   -23.35394,
2459565.543055556, , ,   264.87428,   -23.35396,
2459565.543750000, , ,   264.87505,   -23.35399,
2459565.544444445, , ,   264.87581,   -23.35401,
2459565.545138889, , ,   264.87658,   -23.35404,
2459565.545833333, , ,   264.87735,   -23.35406,
2459565.546527778, , ,   264.87812,   -23.35409,
2459565.547222222, , ,   264.87889,   -23.35411,
2459565.547916667, , ,   264.87966,   -23.35414,
2459565.548611111, , ,   264.88043,   -23.35416,
2459565.549305555, , ,   264.88120,   -23.35419,
2459565.550000000, , ,   264.88197,   -23.35421,
2459565.550694444, , ,   264.88274,   -23.35424,
2459565.551388889, , ,   264.88350,   -23.35426,
2459565.552083333, , ,   264.88427,   -23.35429,
2459565.552777778, , ,   264.88504,   -23.35431,
2459565.553472222, , ,   264.88581,   -23.35434,
2459565.554166667, , ,   264.88658,   -23.35436,
2459565.554861111, , ,   264.88735,   -23.35439,
2459565.555555556, , ,   264.88812,   -23.35441,
2459565.556250000, , ,   264.88889,   -23.35444,
2459565.556944444, , ,   264.88966,   -23.35446,
2459565.557638889, , ,   264.89043,   -23.35449,
2459565.558333333, , ,   264.89119,   -23.35451,
2459565.559027778, , ,   264.89196,   -23.35454,
2459565.559722222, , ,   264.89273,   -23.35456,
2459565.560416667, , ,   264.89350,   -23.35459,
2459565.561111111, , ,   264.89427,   -23.35461,
2459565.561805556, , ,   264.89504,   -23.35464,
2459565.562500000, , ,   264.89581,   -23.35466,
2459565.563194444, , ,   264.89658,   -23.35469,
2459565.563888889, , ,   264.89735,   -23.35471,
2459565.564583333, , ,   264.89812,   -23.35474,
2459565.565277778, , ,   264.89888,   -23.35476,
2459565.565972222, , ,   264.89965,   -23.35479,
2459565.566666667, , ,   264.90042,   -23.35481,
2459565.567361111, , ,   264.90119,   -23.35484,
2459565.568055556, , ,   264.90196,   -23.35486,
2459565.568750000, , ,   264.90273,   -23.35489,
2459565.569444444, , ,   264.90350,   -23.35491,
2459565.570138889, , ,   264.90427,   -23.35494,
2459565.570833333, , ,   264.90504,   -23.35496,
2459565.571527778, , ,   264.90581,   -23.35499,
2459565.572222222, , ,   264.90657,   -23.35501,
2459565.572916667, , ,   264.90734,   -23.35504,
2459565.573611111, , ,   264.90811,   -23.35506,
2459565.574305556, , ,   264.90888,   -23.35509,
2459565.575000000, , ,   264.90965,   -23.35511,
2459565.575694445, , ,   264.91042,   -23.35514,
2459565.576388889, , ,   264.91119,   -23.35516,
2459565.577083333, , ,   264.91196,   -23.35518,
2459565.577777778, , ,   264.91273,   -23.35521,
2459565.578472222, , ,   264.91350,   -23.35523,
2459565.579166667, , ,   264.91427,   -23.35526,
2459565.579861111, , ,   264.91503,   -23.35528,
2459565.580555555, , ,   264.91580,   -23.35531,
2459565.581250000, , ,   264.91657,   -23.35533,
2459565.581944444, , ,   264.91734,   -23.35536,
2459565.582638889, , ,   264.91811,   -23.35538,
2459565.583333333, , ,   264.91888,   -23.35541,
2459565.584027778, , ,   264.91965,   -23.35543,
2459565.584722222, , ,   264.92042,   -23.35546,
2459565.585416667, , ,   264.92119,   -23.35548,
