*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat May  7 13:39:54 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2021-Nov-30 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Jan-27 00:00:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
EOP file        : eop.220506.p220729                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-MAY-06. PREDICTS-> 2022-JUL-28
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Date_________JDUT, , ,R.A._(a-app), DEC_(a-app),
************************************************
$$SOE
2459548.500000000, , ,   246.21693,   -21.63834,
2459548.500694444, , ,   246.21768,   -21.63846,
2459548.501388889, , ,   246.21843,   -21.63857,
2459548.502083333, , ,   246.21918,   -21.63868,
2459548.502777778, , ,   246.21992,   -21.63879,
2459548.503472222, , ,   246.22067,   -21.63891,
2459548.504166667, , ,   246.22142,   -21.63902,
2459548.504861111, , ,   246.22217,   -21.63913,
2459548.505555556, , ,   246.22291,   -21.63925,
2459548.506250000, , ,   246.22366,   -21.63936,
2459548.506944444, , ,   246.22441,   -21.63947,
2459548.507638889, , ,   246.22515,   -21.63958,
2459548.508333333, , ,   246.22590,   -21.63970,
2459548.509027778, , ,   246.22665,   -21.63981,
2459548.509722222, , ,   246.22740,   -21.63992,
2459548.510416667, , ,   246.22814,   -21.64004,
2459548.511111111, , ,   246.22889,   -21.64015,
2459548.511805556, , ,   246.22964,   -21.64026,
2459548.512500000, , ,   246.23038,   -21.64037,
2459548.513194445, , ,   246.23113,   -21.64049,
2459548.513888889, , ,   246.23188,   -21.64060,
2459548.514583333, , ,   246.23263,   -21.64071,
2459548.515277778, , ,   246.23337,   -21.64083,
2459548.515972222, , ,   246.23412,   -21.64094,
2459548.516666667, , ,   246.23487,   -21.64105,
2459548.517361111, , ,   246.23562,   -21.64116,
2459548.518055555, , ,   246.23636,   -21.64128,
2459548.518750000, , ,   246.23711,   -21.64139,
2459548.519444444, , ,   246.23786,   -21.64150,
2459548.520138889, , ,   246.23860,   -21.64162,
2459548.520833333, , ,   246.23935,   -21.64173,
2459548.521527778, , ,   246.24010,   -21.64184,
2459548.522222222, , ,   246.24085,   -21.64195,
2459548.522916667, , ,   246.24159,   -21.64207,
2459548.523611111, , ,   246.24234,   -21.64218,
2459548.524305556, , ,   246.24309,   -21.64229,
2459548.525000000, , ,   246.24383,   -21.64240,
2459548.525694444, , ,   246.24458,   -21.64252,
2459548.526388889, , ,   246.24533,   -21.64263,
2459548.527083333, , ,   246.24608,   -21.64274,
2459548.527777778, , ,   246.24682,   -21.64286,
2459548.528472222, , ,   246.24757,   -21.64297,
2459548.529166667, , ,   246.24832,   -21.64308,
2459548.529861111, , ,   246.24907,   -21.64319,
2459548.530555556, , ,   246.24981,   -21.64331,
2459548.531250000, , ,   246.25056,   -21.64342,
2459548.531944444, , ,   246.25131,   -21.64353,
2459548.532638889, , ,   246.25205,   -21.64365,
2459548.533333333, , ,   246.25280,   -21.64376,
2459548.534027778, , ,   246.25355,   -21.64387,
2459548.534722222, , ,   246.25430,   -21.64398,
2459548.535416667, , ,   246.25504,   -21.64410,
2459548.536111111, , ,   246.25579,   -21.64421,
2459548.536805556, , ,   246.25654,   -21.64432,
2459548.537500000, , ,   246.25729,   -21.64443,
2459548.538194444, , ,   246.25803,   -21.64455,
2459548.538888889, , ,   246.25878,   -21.64466,
2459548.539583333, , ,   246.25953,   -21.64477,
2459548.540277778, , ,   246.26027,   -21.64488,
2459548.540972222, , ,   246.26102,   -21.64500,
2459548.541666667, , ,   246.26177,   -21.64511,
2459548.542361111, , ,   246.26252,   -21.64522,
2459548.543055556, , ,   246.26326,   -21.64534,
2459548.543750000, , ,   246.26401,   -21.64545,
2459548.544444445, , ,   246.26476,   -21.64556,
2459548.545138889, , ,   246.26551,   -21.64567,
2459548.545833333, , ,   246.26625,   -21.64579,
2459548.546527778, , ,   246.26700,   -21.64590,
2459548.547222222, , ,   246.26775,   -21.64601,
2459548.547916667, , ,   246.26849,   -21.64612,
2459548.548611111, , ,   246.26924,   -21.64624,
2459548.549305555, , ,   246.26999,   -21.64635,
2459548.550000000, , ,   246.27074,   -21.64646,
2459548.550694444, , ,   246.27148,   -21.64657,
2459548.551388889, , ,   246.27223,   -21.64669,
2459548.552083333, , ,   246.27298,   -21.64680,
2459548.552777778, , ,   246.27373,   -21.64691,
2459548.553472222, , ,   246.27447,   -21.64703,
2459548.554166667, , ,   246.27522,   -21.64714,
2459548.554861111, , ,   246.27597,   -21.64725,
2459548.555555556, , ,   246.27672,   -21.64736,
2459548.556250000, , ,   246.27746,   -21.64748,
2459548.556944444, , ,   246.27821,   -21.64759,
2459548.557638889, , ,   246.27896,   -21.64770,
2459548.558333333, , ,   246.27970,   -21.64781,
2459548.559027778, , ,   246.28045,   -21.64793,
2459548.559722222, , ,   246.28120,   -21.64804,
2459548.560416667, , ,   246.28195,   -21.64815,
2459548.561111111, , ,   246.28269,   -21.64826,
2459548.561805556, , ,   246.28344,   -21.64838,
2459548.562500000, , ,   246.28419,   -21.64849,
2459548.563194444, , ,   246.28494,   -21.64860,
2459548.563888889, , ,   246.28568,   -21.64871,
2459548.564583333, , ,   246.28643,   -21.64883,
2459548.565277778, , ,   246.28718,   -21.64894,
2459548.565972222, , ,   246.28793,   -21.64905,
2459548.566666667, , ,   246.28867,   -21.64916,
2459548.567361111, , ,   246.28942,   -21.64928,
2459548.568055556, , ,   246.29017,   -21.64939,
2459548.568750000, , ,   246.29091,   -21.64950,
2459548.569444444, , ,   246.29166,   -21.64962,
2459548.570138889, , ,   246.29241,   -21.64973,
2459548.570833333, , ,   246.29316,   -21.64984,
2459548.571527778, , ,   246.29390,   -21.64995,
2459548.572222222, , ,   246.29465,   -21.65007,
2459548.572916667, , ,   246.29540,   -21.65018,
2459548.573611111, , ,   246.29615,   -21.65029,
2459548.574305556, , ,   246.29689,   -21.65040,
2459548.575000000, , ,   246.29764,   -21.65052,
2459548.575694445, , ,   246.29839,   -21.65063,
2459548.576388889, , ,   246.29914,   -21.65074,
2459548.577083333, , ,   246.29988,   -21.65085,
2459548.577777778, , ,   246.30063,   -21.65097,
2459548.578472222, , ,   246.30138,   -21.65108,
2459548.579166667, , ,   246.30212,   -21.65119,
2459548.579861111, , ,   246.30287,   -21.65130,
2459548.580555555, , ,   246.30362,   -21.65142,
2459548.581250000, , ,   246.30437,   -21.65153,
2459548.581944444, , ,   246.30511,   -21.65164,
2459548.582638889, , ,   246.30586,   -21.65175,
2459548.583333333, , ,   246.30661,   -21.65187,
2459548.584027778, , ,   246.30736,   -21.65198,
2459548.584722222, , ,   246.30810,   -21.65209,
2459548.585416667, , ,   246.30885,   -21.65220,
2459548.586111111, , ,   246.30960,   -21.65232,
2459548.586805556, , ,   246.31035,   -21.65243,
2459548.587500000, , ,   246.31109,   -21.65254,
2459548.588194444, , ,   246.31184,   -21.65265,
2459548.588888889, , ,   246.31259,   -21.65277,
2459548.589583333, , ,   246.31334,   -21.65288,
2459548.590277778, , ,   246.31408,   -21.65299,
2459548.590972222, , ,   246.31483,   -21.65310,
2459548.591666667, , ,   246.31558,   -21.65322,
2459548.592361111, , ,   246.31632,   -21.65333,
2459548.593055556, , ,   246.31707,   -21.65344,
2459548.593750000, , ,   246.31782,   -21.65355,
2459548.594444444, , ,   246.31857,   -21.65366,
2459548.595138889, , ,   246.31931,   -21.65378,
2459548.595833333, , ,   246.32006,   -21.65389,
2459548.596527778, , ,   246.32081,   -21.65400,
2459548.597222222, , ,   246.32156,   -21.65411,
2459548.597916667, , ,   246.32230,   -21.65423,
2459548.598611111, , ,   246.32305,   -21.65434,
2459548.599305556, , ,   246.32380,   -21.65445,
2459548.600000000, , ,   246.32455,   -21.65456,
2459548.600694444, , ,   246.32529,   -21.65468,
2459548.601388889, , ,   246.32604,   -21.65479,
2459548.602083333, , ,   246.32679,   -21.65490,
2459548.602777778, , ,   246.32754,   -21.65501,
2459548.603472222, , ,   246.32828,   -21.65513,
2459548.604166667, , ,   246.32903,   -21.65524,
2459548.604861111, , ,   246.32978,   -21.65535,
2459548.605555556, , ,   246.33053,   -21.65546,
2459548.606250000, , ,   246.33127,   -21.65558,
2459548.606944445, , ,   246.33202,   -21.65569,
2459548.607638889, , ,   246.33277,   -21.65580,
2459548.608333333, , ,   246.33352,   -21.65591,
2459548.609027778, , ,   246.33426,   -21.65603,
2459548.609722222, , ,   246.33501,   -21.65614,
2459548.610416667, , ,   246.33576,   -21.65625,
2459548.611111111, , ,   246.33650,   -21.65636,
2459548.611805555, , ,   246.33725,   -21.65647,
2459548.612500000, , ,   246.33800,   -21.65659,
2459548.613194444, , ,   246.33875,   -21.65670,
2459548.613888889, , ,   246.33949,   -21.65681,
2459548.614583333, , ,   246.34024,   -21.65692,
2459548.615277778, , ,   246.34099,   -21.65704,
2459548.615972222, , ,   246.34174,   -21.65715,
2459548.616666667, , ,   246.34248,   -21.65726,
2459548.617361111, , ,   246.34323,   -21.65737,
2459548.618055556, , ,   246.34398,   -21.65749,
2459548.618750000, , ,   246.34473,   -21.65760,
2459548.619444444, , ,   246.34547,   -21.65771,
2459548.620138889, , ,   246.34622,   -21.65782,
2459548.620833333, , ,   246.34697,   -21.65793,
2459548.621527778, , ,   246.34772,   -21.65805,
2459548.622222222, , ,   246.34846,   -21.65816,
2459548.622916667, , ,   246.34921,   -21.65827,
2459548.623611111, , ,   246.34996,   -21.65838,
2459548.624305556, , ,   246.35071,   -21.65850,
2459548.625000000, , ,   246.35145,   -21.65861,
2459548.625694444, , ,   246.35220,   -21.65872,
2459548.626388889, , ,   246.35295,   -21.65883,
2459548.627083333, , ,   246.35370,   -21.65895,
2459548.627777778, , ,   246.35444,   -21.65906,
2459548.628472222, , ,   246.35519,   -21.65917,
2459548.629166667, , ,   246.35594,   -21.65928,
2459548.629861111, , ,   246.35669,   -21.65939,
2459548.630555556, , ,   246.35743,   -21.65951,
2459548.631250000, , ,   246.35818,   -21.65962,
2459548.631944444, , ,   246.35893,   -21.65973,
2459548.632638889, , ,   246.35968,   -21.65984,
2459548.633333333, , ,   246.36042,   -21.65996,
2459548.634027778, , ,   246.36117,   -21.66007,
2459548.634722222, , ,   246.36192,   -21.66018,
2459548.635416667, , ,   246.36267,   -21.66029,
2459548.636111111, , ,   246.36341,   -21.66040,
2459548.636805556, , ,   246.36416,   -21.66052,
2459548.637500000, , ,   246.36491,   -21.66063,
2459548.638194445, , ,   246.36566,   -21.66074,
2459548.638888889, , ,   246.36640,   -21.66085,
2459548.639583333, , ,   246.36715,   -21.66097,
2459548.640277778, , ,   246.36790,   -21.66108,
2459548.640972222, , ,   246.36865,   -21.66119,
2459548.641666667, , ,   246.36939,   -21.66130,
2459548.642361111, , ,   246.37014,   -21.66141,
2459548.643055555, , ,   246.37089,   -21.66153,
2459548.643750000, , ,   246.37164,   -21.66164,
2459548.644444444, , ,   246.37238,   -21.66175,
2459548.645138889, , ,   246.37313,   -21.66186,
2459548.645833333, , ,   246.37388,   -21.66198,
2459548.646527778, , ,   246.37463,   -21.66209,
2459548.647222222, , ,   246.37537,   -21.66220,
2459548.647916667, , ,   246.37612,   -21.66231,
2459548.648611111, , ,   246.37687,   -21.66242,
2459548.649305556, , ,   246.37762,   -21.66254,
2459548.650000000, , ,   246.37836,   -21.66265,
2459548.650694444, , ,   246.37911,   -21.66276,
2459548.651388889, , ,   246.37986,   -21.66287,
2459548.652083333, , ,   246.38061,   -21.66299,
2459548.652777778, , ,   246.38135,   -21.66310,
2459548.653472222, , ,   246.38210,   -21.66321,
2459548.654166667, , ,   246.38285,   -21.66332,
2459548.654861111, , ,   246.38360,   -21.66343,
2459548.655555556, , ,   246.38434,   -21.66355,
2459548.656250000, , ,   246.38509,   -21.66366,
2459548.656944444, , ,   246.38584,   -21.66377,
2459548.657638889, , ,   246.38659,   -21.66388,
2459548.658333333, , ,   246.38733,   -21.66399,
2459548.659027778, , ,   246.38808,   -21.66411,
2459548.659722222, , ,   246.38883,   -21.66422,
2459548.660416667, , ,   246.38958,   -21.66433,
2459548.661111111, , ,   246.39032,   -21.66444,
2459548.661805556, , ,   246.39107,   -21.66456,
2459548.662500000, , ,   246.39182,   -21.66467,
2459548.663194444, , ,   246.39257,   -21.66478,
2459548.663888889, , ,   246.39331,   -21.66489,
2459548.664583333, , ,   246.39406,   -21.66500,
2459548.665277778, , ,   246.39481,   -21.66512,
2459548.665972222, , ,   246.39556,   -21.66523,
2459548.666666667, , ,   246.39630,   -21.66534,
2459548.667361111, , ,   246.39705,   -21.66545,
2459548.668055556, , ,   246.39780,   -21.66556,
2459548.668750000, , ,   246.39855,   -21.66568,
2459548.669444445, , ,   246.39929,   -21.66579,
2459548.670138889, , ,   246.40004,   -21.66590,
2459548.670833333, , ,   246.40079,   -21.66601,
2459548.671527778, , ,   246.40154,   -21.66612,
2459548.672222222, , ,   246.40228,   -21.66624,
2459548.672916667, , ,   246.40303,   -21.66635,
2459548.673611111, , ,   246.40378,   -21.66646,
2459548.674305555, , ,   246.40453,   -21.66657,
2459548.675000000, , ,   246.40527,   -21.66668,
2459548.675694444, , ,   246.40602,   -21.66680,
2459548.676388889, , ,   246.40677,   -21.66691,
2459548.677083333, , ,   246.40752,   -21.66702,
2459548.677777778, , ,   246.40826,   -21.66713,
2459548.678472222, , ,   246.40901,   -21.66725,
2459548.679166667, , ,   246.40976,   -21.66736,
2459548.679861111, , ,   246.41051,   -21.66747,
2459548.680555556, , ,   246.41125,   -21.66758,
2459548.681250000, , ,   246.41200,   -21.66769,
2459548.681944444, , ,   246.41275,   -21.66781,
2459548.682638889, , ,   246.41350,   -21.66792,
2459548.683333333, , ,   246.41424,   -21.66803,
2459548.684027778, , ,   246.41499,   -21.66814,
2459548.684722222, , ,   246.41574,   -21.66825,
2459548.685416667, , ,   246.41649,   -21.66837,
2459548.686111111, , ,   246.41723,   -21.66848,
2459548.686805556, , ,   246.41798,   -21.66859,
2459548.687500000, , ,   246.41873,   -21.66870,
2459548.688194444, , ,   246.41948,   -21.66881,
2459548.688888889, , ,   246.42023,   -21.66893,
2459548.689583333, , ,   246.42097,   -21.66904,
2459548.690277778, , ,   246.42172,   -21.66915,
2459548.690972222, , ,   246.42247,   -21.66926,
2459548.691666667, , ,   246.42322,   -21.66937,
2459548.692361111, , ,   246.42396,   -21.66949,
2459548.693055556, , ,   246.42471,   -21.66960,
2459548.693750000, , ,   246.42546,   -21.66971,
2459548.694444444, , ,   246.42621,   -21.66982,
2459548.695138889, , ,   246.42695,   -21.66993,
2459548.695833333, , ,   246.42770,   -21.67004,
2459548.696527778, , ,   246.42845,   -21.67016,
2459548.697222222, , ,   246.42920,   -21.67027,
2459548.697916667, , ,   246.42994,   -21.67038,
2459548.698611111, , ,   246.43069,   -21.67049,
2459548.699305556, , ,   246.43144,   -21.67060,
2459548.700000000, , ,   246.43219,   -21.67072,
2459548.700694445, , ,   246.43293,   -21.67083,
2459548.701388889, , ,   246.43368,   -21.67094,
2459548.702083333, , ,   246.43443,   -21.67105,
2459548.702777778, , ,   246.43518,   -21.67116,
2459548.703472222, , ,   246.43592,   -21.67128,
2459548.704166667, , ,   246.43667,   -21.67139,
2459548.704861111, , ,   246.43742,   -21.67150,
2459548.705555555, , ,   246.43817,   -21.67161,
2459548.706250000, , ,   246.43892,   -21.67172,
2459548.706944444, , ,   246.43966,   -21.67184,
2459548.707638889, , ,   246.44041,   -21.67195,
2459548.708333333, , ,   246.44116,   -21.67206,
2459548.709027778, , ,   246.44191,   -21.67217,
2459548.709722222, , ,   246.44265,   -21.67228,
2459548.710416667, , ,   246.44340,   -21.67240,
2459548.711111111, , ,   246.44415,   -21.67251,
2459548.711805556, , ,   246.44490,   -21.67262,
2459548.712500000, , ,   246.44564,   -21.67273,
2459548.713194444, , ,   246.44639,   -21.67284,
2459548.713888889, , ,   246.44714,   -21.67295,
2459548.714583333, , ,   246.44789,   -21.67307,
2459548.715277778, , ,   246.44863,   -21.67318,
2459548.715972222, , ,   246.44938,   -21.67329,
2459548.716666667, , ,   246.45013,   -21.67340,
2459548.717361111, , ,   246.45088,   -21.67351,
2459548.718055556, , ,   246.45162,   -21.67363,
2459548.718750000, , ,   246.45237,   -21.67374,
2459548.719444444, , ,   246.45312,   -21.67385,
2459548.720138889, , ,   246.45387,   -21.67396,
2459548.720833333, , ,   246.45462,   -21.67407,
2459548.721527778, , ,   246.45536,   -21.67418,
2459548.722222222, , ,   246.45611,   -21.67430,
2459548.722916667, , ,   246.45686,   -21.67441,
2459548.723611111, , ,   246.45761,   -21.67452,
2459548.724305556, , ,   246.45835,   -21.67463,
2459548.725000000, , ,   246.45910,   -21.67474,
2459548.725694444, , ,   246.45985,   -21.67486,
2459548.726388889, , ,   246.46060,   -21.67497,
2459548.727083333, , ,   246.46134,   -21.67508,
2459548.727777778, , ,   246.46209,   -21.67519,
2459548.728472222, , ,   246.46284,   -21.67530,
2459548.729166667, , ,   246.46359,   -21.67541,
2459548.729861111, , ,   246.46433,   -21.67553,
2459548.730555556, , ,   246.46508,   -21.67564,
2459548.731250000, , ,   246.46583,   -21.67575,
2459548.731944445, , ,   246.46658,   -21.67586,
2459548.732638889, , ,   246.46733,   -21.67597,
2459548.733333333, , ,   246.46807,   -21.67609,
2459548.734027778, , ,   246.46882,   -21.67620,
2459548.734722222, , ,   246.46957,   -21.67631,
2459548.735416667, , ,   246.47032,   -21.67642,
2459548.736111111, , ,   246.47106,   -21.67653,
2459548.736805555, , ,   246.47181,   -21.67664,
2459548.737500000, , ,   246.47256,   -21.67676,
2459548.738194444, , ,   246.47331,   -21.67687,
2459548.738888889, , ,   246.47405,   -21.67698,
2459548.739583333, , ,   246.47480,   -21.67709,
2459548.740277778, , ,   246.47555,   -21.67720,
2459548.740972222, , ,   246.47630,   -21.67731,
2459548.741666667, , ,   246.47705,   -21.67743,
2459548.742361111, , ,   246.47779,   -21.67754,
2459548.743055556, , ,   246.47854,   -21.67765,
2459548.743750000, , ,   246.47929,   -21.67776,
2459548.744444444, , ,   246.48004,   -21.67787,
2459548.745138889, , ,   246.48078,   -21.67799,
2459548.745833333, , ,   246.48153,   -21.67810,
2459548.746527778, , ,   246.48228,   -21.67821,
2459548.747222222, , ,   246.48303,   -21.67832,
2459548.747916667, , ,   246.48377,   -21.67843,
2459548.748611111, , ,   246.48452,   -21.67854,
2459548.749305556, , ,   246.48527,   -21.67866,
2459548.750000000, , ,   246.48602,   -21.67877,
2459548.750694444, , ,   246.48677,   -21.67888,
2459548.751388889, , ,   246.48751,   -21.67899,
2459548.752083333, , ,   246.48826,   -21.67910,
2459548.752777778, , ,   246.48901,   -21.67921,
2459548.753472222, , ,   246.48976,   -21.67933,
2459548.754166667, , ,   246.49050,   -21.67944,
2459548.754861111, , ,   246.49125,   -21.67955,
2459548.755555556, , ,   246.49200,   -21.67966,
2459548.756250000, , ,   246.49275,   -21.67977,
2459548.756944444, , ,   246.49349,   -21.67988,
2459548.757638889, , ,   246.49424,   -21.68000,
2459548.758333333, , ,   246.49499,   -21.68011,
2459548.759027778, , ,   246.49574,   -21.68022,
2459548.759722222, , ,   246.49649,   -21.68033,
2459548.760416667, , ,   246.49723,   -21.68044,
2459548.761111111, , ,   246.49798,   -21.68055,
2459548.761805556, , ,   246.49873,   -21.68067,
2459548.762500000, , ,   246.49948,   -21.68078,
2459548.763194445, , ,   246.50022,   -21.68089,
2459548.763888889, , ,   246.50097,   -21.68100,
2459548.764583333, , ,   246.50172,   -21.68111,
2459548.765277778, , ,   246.50247,   -21.68122,
2459548.765972222, , ,   246.50321,   -21.68133,
2459548.766666667, , ,   246.50396,   -21.68145,
2459548.767361111, , ,   246.50471,   -21.68156,
2459548.768055555, , ,   246.50546,   -21.68167,
2459548.768750000, , ,   246.50621,   -21.68178,
2459548.769444444, , ,   246.50695,   -21.68189,
2459548.770138889, , ,   246.50770,   -21.68200,
2459548.770833333, , ,   246.50845,   -21.68212,
2459548.771527778, , ,   246.50920,   -21.68223,
2459548.772222222, , ,   246.50994,   -21.68234,
2459548.772916667, , ,   246.51069,   -21.68245,
2459548.773611111, , ,   246.51144,   -21.68256,
2459548.774305556, , ,   246.51219,   -21.68267,
2459548.775000000, , ,   246.51294,   -21.68279,
2459548.775694444, , ,   246.51368,   -21.68290,
2459548.776388889, , ,   246.51443,   -21.68301,
2459548.777083333, , ,   246.51518,   -21.68312,
2459548.777777778, , ,   246.51593,   -21.68323,
2459548.778472222, , ,   246.51667,   -21.68334,
2459548.779166667, , ,   246.51742,   -21.68346,
2459548.779861111, , ,   246.51817,   -21.68357,
2459548.780555556, , ,   246.51892,   -21.68368,
2459548.781250000, , ,   246.51967,   -21.68379,
2459548.781944444, , ,   246.52041,   -21.68390,
2459548.782638889, , ,   246.52116,   -21.68401,
2459548.783333333, , ,   246.52191,   -21.68412,
2459548.784027778, , ,   246.52266,   -21.68424,
2459548.784722222, , ,   246.52340,   -21.68435,
2459548.785416667, , ,   246.52415,   -21.68446,
2459548.786111111, , ,   246.52490,   -21.68457,
2459548.786805556, , ,   246.52565,   -21.68468,
2459548.787500000, , ,   246.52640,   -21.68479,
2459548.788194444, , ,   246.52714,   -21.68490,
2459548.788888889, , ,   246.52789,   -21.68502,
2459548.789583333, , ,   246.52864,   -21.68513,
2459548.790277778, , ,   246.52939,   -21.68524,
2459548.790972222, , ,   246.53013,   -21.68535,
2459548.791666667, , ,   246.53088,   -21.68546,
2459548.792361111, , ,   246.53163,   -21.68557,
2459548.793055556, , ,   246.53238,   -21.68569,
2459548.793750000, , ,   246.53313,   -21.68580,
2459548.794444445, , ,   246.53387,   -21.68591,
2459548.795138889, , ,   246.53462,   -21.68602,
2459548.795833333, , ,   246.53537,   -21.68613,
2459548.796527778, , ,   246.53612,   -21.68624,
2459548.797222222, , ,   246.53686,   -21.68635,
2459548.797916667, , ,   246.53761,   -21.68647,
2459548.798611111, , ,   246.53836,   -21.68658,
2459548.799305555, , ,   246.53911,   -21.68669,
2459548.800000000, , ,   246.53986,   -21.68680,
2459548.800694444, , ,   246.54060,   -21.68691,
2459548.801388889, , ,   246.54135,   -21.68702,
2459548.802083333, , ,   246.54210,   -21.68713,
2459548.802777778, , ,   246.54285,   -21.68725,
2459548.803472222, , ,   246.54359,   -21.68736,
2459548.804166667, , ,   246.54434,   -21.68747,
2459548.804861111, , ,   246.54509,   -21.68758,
2459548.805555556, , ,   246.54584,   -21.68769,
2459548.806250000, , ,   246.54659,   -21.68780,
2459548.806944444, , ,   246.54733,   -21.68791,
2459548.807638889, , ,   246.54808,   -21.68803,
2459548.808333333, , ,   246.54883,   -21.68814,
2459548.809027778, , ,   246.54958,   -21.68825,
2459548.809722222, , ,   246.55032,   -21.68836,
2459548.810416667, , ,   246.55107,   -21.68847,
2459548.811111111, , ,   246.55182,   -21.68858,
2459548.811805556, , ,   246.55257,   -21.68869,
2459548.812500000, , ,   246.55332,   -21.68881,
2459548.813194444, , ,   246.55406,   -21.68892,
2459548.813888889, , ,   246.55481,   -21.68903,
2459548.814583333, , ,   246.55556,   -21.68914,
2459548.815277778, , ,   246.55631,   -21.68925,
2459548.815972222, , ,   246.55706,   -21.68936,
2459548.816666667, , ,   246.55780,   -21.68947,
2459548.817361111, , ,   246.55855,   -21.68959,
2459548.818055556, , ,   246.55930,   -21.68970,
2459548.818750000, , ,   246.56005,   -21.68981,
2459548.819444444, , ,   246.56079,   -21.68992,
2459548.820138889, , ,   246.56154,   -21.69003,
2459548.820833333, , ,   246.56229,   -21.69014,
2459548.821527778, , ,   246.56304,   -21.69025,
2459548.822222222, , ,   246.56379,   -21.69036,
2459548.822916667, , ,   246.56453,   -21.69048,
2459548.823611111, , ,   246.56528,   -21.69059,
2459548.824305556, , ,   246.56603,   -21.69070,
2459548.825000000, , ,   246.56678,   -21.69081,
2459548.825694445, , ,   246.56752,   -21.69092,
2459548.826388889, , ,   246.56827,   -21.69103,
2459548.827083333, , ,   246.56902,   -21.69114,
2459548.827777778, , ,   246.56977,   -21.69126,
2459548.828472222, , ,   246.57052,   -21.69137,
2459548.829166667, , ,   246.57126,   -21.69148,
2459548.829861111, , ,   246.57201,   -21.69159,
2459548.830555555, , ,   246.57276,   -21.69170,
2459548.831250000, , ,   246.57351,   -21.69181,
2459548.831944444, , ,   246.57426,   -21.69192,
2459548.832638889, , ,   246.57500,   -21.69203,
2459548.833333333, , ,   246.57575,   -21.69215,
2459548.834027778, , ,   246.57650,   -21.69226,
2459548.834722222, , ,   246.57725,   -21.69237,
2459548.835416667, , ,   246.57799,   -21.69248,
2459548.836111111, , ,   246.57874,   -21.69259,
2459548.836805556, , ,   246.57949,   -21.69270,
2459548.837500000, , ,   246.58024,   -21.69281,
2459548.838194444, , ,   246.58099,   -21.69293,
2459548.838888889, , ,   246.58173,   -21.69304,
2459548.839583333, , ,   246.58248,   -21.69315,
2459548.840277778, , ,   246.58323,   -21.69326,
2459548.840972222, , ,   246.58398,   -21.69337,
2459548.841666667, , ,   246.58473,   -21.69348,
2459548.842361111, , ,   246.58547,   -21.69359,
2459548.843055556, , ,   246.58622,   -21.69370,
2459548.843750000, , ,   246.58697,   -21.69382,
