*******************************************************************************
 Revised: July 31, 2013             Moon / (Earth)                          301
 
 GEOPHYSICAL DATA (updated 2018-Aug-15):
  Vol. mean radius, km  = 1737.53+-0.03    Mass, x10^22 kg       =    7.349
  Radius (gravity), km  = 1738.0           Surface emissivity    =    0.92
  Radius (IAU), km      = 1737.4           GM, km^3/s^2          = 4902.800066
  Density, g/cm^3       =    3.3437        GM 1-sigma, km^3/s^2  =  +-0.0001  
  V(1,0)                =   +0.21          Surface accel., m/s^2 =    1.62
  Earth/Moon mass ratio = 81.3005690769    Farside crust. thick. = ~80 - 90 km
  Mean crustal density  = 2.97+-.07 g/cm^3 Nearside crust. thick.= 58+-8 km 
  Heat flow, Apollo 15  = 3.1+-.6 mW/m^2   Mean angular diameter = 31'05.2"
  Heat flow, Apollo 17  = 2.2+-.5 mW/m^2   Sid. rot. rate, rad/s = 0.0000026617
  Geometric Albedo      = 0.12             Mean solar day        = 29.5306 d
  Obliquity to orbit    = 6.67 deg         Orbit period          = 27.321582 d
  Semi-major axis, a    = 384400 km        Eccentricity          = 0.05490
  Mean motion, rad/s    = 2.6616995x10^-6  Inclination           = 5.145 deg
  Apsidal period        = 3231.50 d        Nodal period          = 6798.38 d
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         1414+-7     1323+-7     1368+-7
  Maximum Planetary IR (W/m^2)   1314        1226        1268
  Minimum Planetary IR (W/m^2)      5.2         5.2         5.2
********************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Aug 12 14:11:16 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: MAPO (South Pole)
*******************************************************************************
Start time      : A.D. 2021-Nov-30 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Jan-27 00:00:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4 x 1737.4 x 1737.4 km     {Equator, meridian, pole}    
Center geodetic : 314.210200,-89.993172,2.9972898 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 314.210200,0.76294914,-6359.750 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
RTS-only print  : NO       
EOP file        : eop.220810.p221103                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-AUG-10. PREDICTS-> 2022-NOV-02
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Date_________JDUT, , ,Azi_(a-app), Elev_(a-app),
************************************************
$$SOE
2459548.500000000,*,m, 166.536977,    -1.444502,
2459548.500694444,*,m, 166.294951,    -1.440224,
2459548.501388889,*,m, 166.052924,    -1.435945,
2459548.502083333,*,m, 165.810898,    -1.431666,
2459548.502777778,*,m, 165.568872,    -1.427387,
2459548.503472222,*,m, 165.326846,    -1.423108,
2459548.504166667,*,m, 165.084820,    -1.418828,
2459548.504861111,*,m, 164.842794,    -1.414548,
2459548.505555556,*,m, 164.600769,    -1.410268,
2459548.506250000,*,m, 164.358744,    -1.405988,
2459548.506944444,*,m, 164.116719,    -1.401708,
2459548.507638889,*,m, 163.874694,    -1.397427,
2459548.508333333,*,m, 163.632670,    -1.393146,
2459548.509027778,*,m, 163.390646,    -1.388865,
2459548.509722222,*,m, 163.148622,    -1.384583,
2459548.510416667,*,m, 162.906598,    -1.380301,
2459548.511111111,*,m, 162.664574,    -1.376020,
2459548.511805556,*,m, 162.422551,    -1.371737,
2459548.512500000,*,m, 162.180527,    -1.367455,
2459548.513194445,*,m, 161.938504,    -1.363172,
2459548.513888889,*,m, 161.696481,    -1.358890,
2459548.514583333,*,m, 161.454459,    -1.354606,
2459548.515277778,*,m, 161.212436,    -1.350323,
2459548.515972222,*,m, 160.970414,    -1.346040,
2459548.516666667,*,m, 160.728392,    -1.341756,
2459548.517361111,*,m, 160.486370,    -1.337472,
2459548.518055555,*,m, 160.244349,    -1.333187,
2459548.518750000,*,m, 160.002327,    -1.328903,
2459548.519444444,*,m, 159.760306,    -1.324618,
2459548.520138889,*,m, 159.518285,    -1.320333,
2459548.520833333,*,m, 159.276264,    -1.316048,
2459548.521527778,*,m, 159.034244,    -1.311763,
2459548.522222222,*,m, 158.792223,    -1.307477,
2459548.522916667,*,m, 158.550203,    -1.303191,
2459548.523611111,*,m, 158.308183,    -1.298905,
2459548.524305556,*,m, 158.066163,    -1.294619,
2459548.525000000,*,m, 157.824144,    -1.290332,
2459548.525694444,*,m, 157.582124,    -1.286046,
2459548.526388889,*,m, 157.340105,    -1.281759,
2459548.527083333,*,m, 157.098086,    -1.277471,
2459548.527777778,*,m, 156.856067,    -1.273184,
2459548.528472222,*,m, 156.614049,    -1.268896,
2459548.529166667,*,m, 156.372031,    -1.264608,
2459548.529861111,*,m, 156.130012,    -1.260320,
2459548.530555556,*,m, 155.887994,    -1.256032,
2459548.531250000,*,m, 155.645977,    -1.251743,
2459548.531944444,*,m, 155.403959,    -1.247454,
2459548.532638889,*,m, 155.161942,    -1.243165,
2459548.533333333,*,m, 154.919925,    -1.238876,
2459548.534027778,*,m, 154.677908,    -1.234587,
2459548.534722222,*,m, 154.435891,    -1.230297,
2459548.535416667,*,m, 154.193875,    -1.226007,
2459548.536111111,*,m, 153.951858,    -1.221717,
2459548.536805556,*,m, 153.709842,    -1.217426,
2459548.537500000,*,m, 153.467827,    -1.213136,
2459548.538194444,*,m, 153.225811,    -1.208845,
2459548.538888889,*,m, 152.983795,    -1.204554,
2459548.539583333,*,m, 152.741780,    -1.200263,
2459548.540277778,*,m, 152.499765,    -1.195971,
2459548.540972222,*,m, 152.257750,    -1.191679,
2459548.541666667,*,m, 152.015736,    -1.187388,
2459548.542361111,*,m, 151.773721,    -1.183095,
2459548.543055556,*,m, 151.531707,    -1.178803,
2459548.543750000,*,m, 151.289693,    -1.174510,
2459548.544444445,*,m, 151.047679,    -1.170218,
2459548.545138889,*,m, 150.805666,    -1.165925,
2459548.545833333,*,m, 150.563652,    -1.161631,
2459548.546527778,*,m, 150.321639,    -1.157338,
2459548.547222222,*,m, 150.079626,    -1.153044,
2459548.547916667,*,m, 149.837614,    -1.148750,
2459548.548611111,*,m, 149.595601,    -1.144456,
2459548.549305555,*,m, 149.353589,    -1.140162,
2459548.550000000,*,m, 149.111577,    -1.135867,
2459548.550694444,*,m, 148.869565,    -1.131572,
2459548.551388889,*,m, 148.627553,    -1.127277,
2459548.552083333,*,m, 148.385541,    -1.122982,
2459548.552777778,*,m, 148.143530,    -1.118687,
2459548.553472222,*,m, 147.901519,    -1.114391,
2459548.554166667,*,m, 147.659508,    -1.110095,
2459548.554861111,*,m, 147.417498,    -1.105799,
2459548.555555556,*,m, 147.175487,    -1.101503,
2459548.556250000,*,m, 146.933477,    -1.097206,
2459548.556944444,*,m, 146.691467,    -1.092910,
2459548.557638889,*,m, 146.449457,    -1.088613,
2459548.558333333,*,m, 146.207447,    -1.084316,
2459548.559027778,*,m, 145.965438,    -1.080018,
2459548.559722222,*,m, 145.723429,    -1.075721,
2459548.560416667,*,m, 145.481420,    -1.071423,
2459548.561111111,*,m, 145.239411,    -1.067125,
2459548.561805556,*,m, 144.997403,    -1.062827,
2459548.562500000,*,m, 144.755394,    -1.058529,
2459548.563194444,*,m, 144.513386,    -1.054230,
2459548.563888889,*,m, 144.271378,    -1.049931,
2459548.564583333,*,m, 144.029370,    -1.045632,
2459548.565277778,*,m, 143.787363,    -1.041333,
2459548.565972222,*,m, 143.545356,    -1.037033,
2459548.566666667,*,m, 143.303349,    -1.032734,
2459548.567361111,*,m, 143.061342,    -1.028434,
2459548.568055556,*,m, 142.819335,    -1.024134,
2459548.568750000,*,m, 142.577329,    -1.019834,
2459548.569444444,*,m, 142.335322,    -1.015533,
2459548.570138889,*,m, 142.093316,    -1.011232,
2459548.570833333,*,m, 141.851310,    -1.006932,
2459548.571527778,*,m, 141.609305,    -1.002630,
2459548.572222222,*,m, 141.367299,    -0.998329,
2459548.572916667,*,m, 141.125294,    -0.994028,
2459548.573611111,*,m, 140.883289,    -0.989726,
2459548.574305556,*,m, 140.641285,    -0.985424,
2459548.575000000,*,m, 140.399280,    -0.981122,
2459548.575694445,*,m, 140.157276,    -0.976820,
2459548.576388889,*,m, 139.915272,    -0.972517,
2459548.577083333,*,m, 139.673268,    -0.968214,
2459548.577777778,*,m, 139.431264,    -0.963911,
2459548.578472222,*,m, 139.189260,    -0.959608,
2459548.579166667,*,m, 138.947257,    -0.955305,
2459548.579861111,*,m, 138.705254,    -0.951002,
2459548.580555555,*,m, 138.463251,    -0.946698,
2459548.581250000,*,m, 138.221249,    -0.942394,
2459548.581944444,*,m, 137.979246,    -0.938090,
2459548.582638889,*,m, 137.737244,    -0.933786,
2459548.583333333,*,m, 137.495242,    -0.929481,
2459548.584027778,*,m, 137.253240,    -0.925176,
2459548.584722222,*,m, 137.011239,    -0.920871,
2459548.585416667,*,m, 136.769237,    -0.916566,
2459548.586111111,*,m, 136.527236,    -0.912261,
2459548.586805556,*,m, 136.285235,    -0.907956,
2459548.587500000,*,m, 136.043234,    -0.903650,
2459548.588194444,*,m, 135.801234,    -0.899344,
2459548.588888889,*,m, 135.559234,    -0.895038,
2459548.589583333,*,m, 135.317233,    -0.890732,
2459548.590277778,*,m, 135.075234,    -0.886425,
2459548.590972222,*,m, 134.833234,    -0.882119,
2459548.591666667,*,m, 134.591235,    -0.877812,
2459548.592361111,*,m, 134.349235,    -0.873505,
2459548.593055556,*,m, 134.107236,    -0.869197,
2459548.593750000,*,m, 133.865237,    -0.864890,
2459548.594444444,*,m, 133.623239,    -0.860582,
2459548.595138889,*,m, 133.381240,    -0.856275,
2459548.595833333,*,m, 133.139242,    -0.851967,
2459548.596527778,*,m, 132.897244,    -0.847659,
2459548.597222222,*,m, 132.655247,    -0.843350,
2459548.597916667,*,m, 132.413249,    -0.839042,
2459548.598611111,*,m, 132.171252,    -0.834733,
2459548.599305556,*,m, 131.929255,    -0.830424,
2459548.600000000,*,m, 131.687258,    -0.826115,
2459548.600694444,*,m, 131.445261,    -0.821806,
2459548.601388889,*,m, 131.203265,    -0.817496,
2459548.602083333,*,m, 130.961268,    -0.813186,
2459548.602777778,*,m, 130.719272,    -0.808877,
2459548.603472222,*,m, 130.477277,    -0.804567,
2459548.604166667,*,m, 130.235281,    -0.800256,
2459548.604861111,*,m, 129.993286,    -0.795946,
2459548.605555556,*,m, 129.751291,    -0.791635,
2459548.606250000,*,m, 129.509296,    -0.787325,
2459548.606944445,*,m, 129.267301,    -0.783014,
2459548.607638889,*,m, 129.025306,    -0.778703,
2459548.608333333,*,m, 128.783312,    -0.774391,
2459548.609027778,*,m, 128.541318,    -0.770080,
2459548.609722222,*,m, 128.299324,    -0.765768,
2459548.610416667,*,m, 128.057330,    -0.761456,
2459548.611111111,*,m, 127.815337,    -0.757144,
2459548.611805555,*,m, 127.573344,    -0.752832,
2459548.612500000,*,m, 127.331351,    -0.748520,
2459548.613194444,*,m, 127.089358,    -0.744207,
2459548.613888889,*,m, 126.847365,    -0.739894,
2459548.614583333,*,m, 126.605373,    -0.735582,
2459548.615277778,*,m, 126.363381,    -0.731268,
2459548.615972222,*,m, 126.121389,    -0.726955,
2459548.616666667,*,m, 125.879397,    -0.722642,
2459548.617361111,*,m, 125.637406,    -0.718328,
2459548.618055556,*,m, 125.395414,    -0.714014,
2459548.618750000,*,m, 125.153423,    -0.709700,
2459548.619444444,*,m, 124.911433,    -0.705386,
2459548.620138889,*,m, 124.669442,    -0.701072,
2459548.620833333,*,m, 124.427452,    -0.696758,
2459548.621527778,*,m, 124.185461,    -0.692443,
2459548.622222222,*,m, 123.943471,    -0.688128,
2459548.622916667,*,m, 123.701482,    -0.683813,
2459548.623611111,*,m, 123.459492,    -0.679498,
2459548.624305556,*,m, 123.217503,    -0.675183,
2459548.625000000,*,m, 122.975514,    -0.670867,
2459548.625694444,*,m, 122.733525,    -0.666552,
2459548.626388889,*,m, 122.491536,    -0.662236,
2459548.627083333,*,m, 122.249548,    -0.657920,
2459548.627777778,*,m, 122.007559,    -0.653604,
2459548.628472222,*,m, 121.765571,    -0.649287,
2459548.629166667,*,m, 121.523584,    -0.644971,
2459548.629861111,*,m, 121.281596,    -0.640654,
2459548.630555556,*,m, 121.039609,    -0.636337,
2459548.631250000,*,m, 120.797621,    -0.632020,
2459548.631944444,*,m, 120.555634,    -0.627703,
2459548.632638889,*,m, 120.313648,    -0.623386,
2459548.633333333,*,m, 120.071661,    -0.619069,
2459548.634027778,*,m, 119.829675,    -0.614751,
2459548.634722222,*,m, 119.587689,    -0.610433,
2459548.635416667,*,m, 119.345703,    -0.606115,
2459548.636111111,*,m, 119.103717,    -0.601797,
2459548.636805556,*,m, 118.861732,    -0.597479,
2459548.637500000,*,m, 118.619747,    -0.593160,
2459548.638194445,*,m, 118.377762,    -0.588842,
2459548.638888889,*,m, 118.135777,    -0.584523,
2459548.639583333,*,m, 117.893793,    -0.580204,
2459548.640277778,*,m, 117.651808,    -0.575885,
2459548.640972222,*,m, 117.409824,    -0.571566,
2459548.641666667,*,m, 117.167840,    -0.567247,
2459548.642361111,*,m, 116.925857,    -0.562927,
2459548.643055555,*,m, 116.683873,    -0.558607,
2459548.643750000,*,m, 116.441890,    -0.554288,
2459548.644444444,*,m, 116.199907,    -0.549968,
2459548.645138889,*,m, 115.957924,    -0.545648,
2459548.645833333,*,m, 115.715942,    -0.541327,
2459548.646527778,*,m, 115.473959,    -0.537007,
2459548.647222222,*,m, 115.231977,    -0.532686,
2459548.647916667,*,m, 114.989995,    -0.528366,
2459548.648611111,*,m, 114.748014,    -0.524045,
2459548.649305556,*,m, 114.506032,    -0.519724,
2459548.650000000,*,m, 114.264051,    -0.515403,
2459548.650694444,*,m, 114.022070,    -0.511081,
2459548.651388889,*,m, 113.780089,    -0.506760,
2459548.652083333,*,m, 113.538108,    -0.502438,
2459548.652777778,*,m, 113.296128,    -0.498116,
2459548.653472222,*,m, 113.054148,    -0.493794,
2459548.654166667,*,m, 112.812168,    -0.489472,
2459548.654861111,*,m, 112.570188,    -0.485150,
2459548.655555556,*,m, 112.328209,    -0.480828,
2459548.656250000,*,m, 112.086230,    -0.476505,
2459548.656944444,*,m, 111.844250,    -0.472183,
2459548.657638889,*,m, 111.602272,    -0.467860,
2459548.658333333,*,m, 111.360293,    -0.463537,
2459548.659027778,*,m, 111.118315,    -0.459214,
2459548.659722222,*,m, 110.876337,    -0.454891,
2459548.660416667,*,m, 110.634359,    -0.450568,
2459548.661111111,*,m, 110.392381,    -0.446244,
2459548.661805556,*,m, 110.150403,    -0.441920,
2459548.662500000,*,m, 109.908426,    -0.437597,
2459548.663194444,*,m, 109.666449,    -0.433273,
2459548.663888889,*,m, 109.424472,    -0.428949,
2459548.664583333,*,m, 109.182496,    -0.424625,
2459548.665277778,*,m, 108.940519,    -0.420300,
2459548.665972222,*,m, 108.698543,    -0.415976,
2459548.666666667,*,m, 108.456567,    -0.411651,
2459548.667361111,*,m, 108.214591,    -0.407327,
2459548.668055556,*,m, 107.972616,    -0.403002,
2459548.668750000,*,m, 107.730640,    -0.398677,
2459548.669444445,*,m, 107.488665,    -0.394352,
2459548.670138889,*,m, 107.246691,    -0.390027,
2459548.670833333,*,m, 107.004716,    -0.385701,
2459548.671527778,*,m, 106.762742,    -0.381376,
2459548.672222222,*,m, 106.520767,    -0.377050,
2459548.672916667,*,m, 106.278793,    -0.372724,
2459548.673611111,*,m, 106.036820,    -0.368399,
2459548.674305555,*,m, 105.794846,    -0.364073,
2459548.675000000,*,m, 105.552873,    -0.359746,
2459548.675694444,*,m, 105.310900,    -0.355420,
2459548.676388889,*,m, 105.068927,    -0.351094,
2459548.677083333,*,m, 104.826954,    -0.346767,
2459548.677777778,*,m, 104.584982,    -0.342441,
2459548.678472222,*,m, 104.343010,    -0.338114,
2459548.679166667,*,m, 104.101038,    -0.333787,
2459548.679861111,*,m, 103.859066,    -0.329460,
2459548.680555556,*,m, 103.617095,    -0.325133,
2459548.681250000,*,m, 103.375123,    -0.320806,
2459548.681944444,*,m, 103.133152,    -0.316478,
2459548.682638889,*,m, 102.891181,    -0.312151,
2459548.683333333,*,m, 102.649211,    -0.307823,
2459548.684027778,*,m, 102.407240,    -0.303496,
2459548.684722222,*,m, 102.165270,    -0.299168,
2459548.685416667,*,m, 101.923300,    -0.294840,
2459548.686111111,*,m, 101.681330,    -0.290512,
2459548.686805556,*,m, 101.439361,    -0.286183,
2459548.687500000,*,m, 101.197392,    -0.281855,
2459548.688194444,*,m, 100.955423,    -0.277527,
2459548.688888889,*,m, 100.713454,    -0.273198,
2459548.689583333,*,m, 100.471485,    -0.268869,
2459548.690277778,*,m, 100.229517,    -0.264541,
2459548.690972222,*,m,  99.987549,    -0.260212,
2459548.691666667,*,m,  99.745581,    -0.255883,
2459548.692361111,*,m,  99.503613,    -0.251554,
2459548.693055556,*,m,  99.261646,    -0.247224,
2459548.693750000,*,m,  99.019678,    -0.242895,
2459548.694444444,*,m,  98.777711,    -0.238566,
2459548.695138889,*,m,  98.535744,    -0.234236,
2459548.695833333,*,m,  98.293778,    -0.229906,
2459548.696527778,*,m,  98.051811,    -0.225577,
2459548.697222222,*,m,  97.809845,    -0.221247,
2459548.697916667,*,m,  97.567879,    -0.216917,
2459548.698611111,*,m,  97.325914,    -0.212587,
2459548.699305556,*,m,  97.083948,    -0.208257,
2459548.700000000,*,m,  96.841983,    -0.203926,
2459548.700694445,*,m,  96.600018,    -0.199596,
2459548.701388889,*,m,  96.358053,    -0.195265,
2459548.702083333,*,m,  96.116089,    -0.190935,
2459548.702777778,*,m,  95.874124,    -0.186604,
2459548.703472222,*,m,  95.632160,    -0.182273,
2459548.704166667,*,m,  95.390196,    -0.177942,
2459548.704861111,*,m,  95.148233,    -0.173611,
2459548.705555555,*,m,  94.906269,    -0.169280,
2459548.706250000,*,m,  94.664306,    -0.164949,
2459548.706944444,*,m,  94.422343,    -0.160617,
2459548.707638889,*,m,  94.180380,    -0.156286,
2459548.708333333,*,m,  93.938418,    -0.151954,
2459548.709027778,*,m,  93.696455,    -0.147623,
2459548.709722222,*,m,  93.454493,    -0.143291,
2459548.710416667,*,m,  93.212531,    -0.138959,
2459548.711111111,*,m,  92.970570,    -0.134627,
2459548.711805556,*,m,  92.728608,    -0.130295,
2459548.712500000,*,m,  92.486647,    -0.125963,
2459548.713194444,*,m,  92.244686,    -0.121631,
2459548.713888889,*,m,  92.002725,    -0.117299,
2459548.714583333,*,m,  91.760765,    -0.112966,
2459548.715277778,*,m,  91.518804,    -0.108634,
2459548.715972222,*,m,  91.276844,    -0.104301,
2459548.716666667,*,m,  91.034885,    -0.099969,
2459548.717361111,*,m,  90.792925,    -0.095636,
2459548.718055556,*,m,  90.550966,    -0.091303,
2459548.718750000,*,m,  90.309006,    -0.086970,
2459548.719444444,*,m,  90.067048,    -0.082637,
2459548.720138889,*,m,  89.825089,    -0.078304,
2459548.720833333,*,m,  89.583130,    -0.073971,
2459548.721527778,*,m,  89.341172,    -0.069638,
2459548.722222222,*,m,  89.099214,    -0.065304,
2459548.722916667,*,m,  88.857256,    -0.060971,
2459548.723611111,*,m,  88.615299,    -0.056637,
2459548.724305556,*,m,  88.373341,    -0.052304,
2459548.725000000,*,m,  88.131384,    -0.047970,
2459548.725694444,*,m,  87.889427,    -0.043636,
2459548.726388889,*,m,  87.647471,    -0.039302,
2459548.727083333,*,m,  87.405514,    -0.034968,
2459548.727777778,*,m,  87.163558,    -0.030634,
2459548.728472222,*,m,  86.921602,    -0.026300,
2459548.729166667,*,m,  86.679646,    -0.021966,
2459548.729861111,*,m,  86.437691,    -0.017632,
2459548.730555556,*,m,  86.195736,    -0.013297,
2459548.731250000,*,m,  85.953780,    -0.008963,
2459548.731944445,*,m,  85.711826,    -0.004628,
2459548.732638889,*,m,  85.469871,    -0.000294,
2459548.733333333,*,m,  85.227917,     0.004041,
2459548.734027778,*,m,  84.985963,     0.008376,
2459548.734722222,*,m,  84.744009,     0.012710,
2459548.735416667,*,m,  84.502055,     0.017045,
2459548.736111111,*,m,  84.260101,     0.021380,
2459548.736805555,*,m,  84.018148,     0.025715,
2459548.737500000,*,m,  83.776195,     0.030050,
2459548.738194444,*,m,  83.534242,     0.034386,
2459548.738888889,*,m,  83.292290,     0.038721,
2459548.739583333,*,m,  83.050338,     0.043056,
2459548.740277778,*,m,  82.808385,     0.047392,
2459548.740972222,*,m,  82.566434,     0.051727,
2459548.741666667,*,m,  82.324482,     0.056062,
2459548.742361111,*,m,  82.082530,     0.060398,
2459548.743055556,*,m,  81.840579,     0.064734,
2459548.743750000,*,m,  81.598628,     0.069069,
2459548.744444444,*,m,  81.356678,     0.073405,
2459548.745138889,*,m,  81.114727,     0.077741,
2459548.745833333,*,m,  80.872777,     0.082077,
2459548.746527778,*,m,  80.630827,     0.086413,
2459548.747222222,*,m,  80.388877,     0.090749,
2459548.747916667,*,m,  80.146927,     0.095085,
2459548.748611111,*,m,  79.904978,     0.099421,
2459548.749305556,*,m,  79.663029,     0.103758,
2459548.750000000,*,m,  79.421080,     0.108094,
2459548.750694444,*,m,  79.179131,     0.112430,
2459548.751388889,*,m,  78.937183,     0.116767,
2459548.752083333,*,m,  78.695235,     0.121103,
2459548.752777778,*,m,  78.453287,     0.125440,
2459548.753472222,*,m,  78.211339,     0.129776,
2459548.754166667,*,m,  77.969392,     0.134113,
2459548.754861111,*,m,  77.727444,     0.138450,
2459548.755555556,*,m,  77.485497,     0.142786,
2459548.756250000,*,m,  77.243550,     0.147123,
2459548.756944444,*,m,  77.001604,     0.151460,
2459548.757638889,*,m,  76.759658,     0.155797,
2459548.758333333,*,m,  76.517711,     0.160134,
2459548.759027778,*,m,  76.275766,     0.164471,
2459548.759722222,*,m,  76.033820,     0.168808,
2459548.760416667,*,m,  75.791874,     0.173145,
2459548.761111111,*,m,  75.549929,     0.177483,
2459548.761805556,*,m,  75.307984,     0.181820,
2459548.762500000,*,m,  75.066040,     0.186157,
2459548.763194445,*,m,  74.824095,     0.190494,
2459548.763888889,*,m,  74.582151,     0.194832,
2459548.764583333,*,m,  74.340207,     0.199169,
2459548.765277778,*,m,  74.098263,     0.203507,
2459548.765972222,*,m,  73.856319,     0.207844,
2459548.766666667,*,m,  73.614376,     0.212182,
2459548.767361111,*,m,  73.372433,     0.216520,
2459548.768055555,*,m,  73.130490,     0.220857,
2459548.768750000,*,m,  72.888547,     0.225195,
2459548.769444444,*,m,  72.646605,     0.229533,
2459548.770138889,*,m,  72.404663,     0.233871,
2459548.770833333,*,m,  72.162721,     0.238208,
2459548.771527778,*,m,  71.920779,     0.242546,
2459548.772222222,*,m,  71.678837,     0.246884,
2459548.772916667,*,m,  71.436896,     0.251222,
2459548.773611111,*,m,  71.194955,     0.255560,
2459548.774305556,*,m,  70.953014,     0.259898,
2459548.775000000,*,m,  70.711074,     0.264237,
2459548.775694444,*,m,  70.469133,     0.268575,
2459548.776388889,*,m,  70.227193,     0.272913,
2459548.777083333,*,m,  69.985253,     0.277251,
2459548.777777778,*,m,  69.743314,     0.281589,
2459548.778472222,*,m,  69.501374,     0.285928,
2459548.779166667,*,m,  69.259435,     0.290266,
2459548.779861111,*,m,  69.017496,     0.294604,
2459548.780555556,*,m,  68.775558,     0.298943,
2459548.781250000,*,m,  68.533619,     0.303281,
2459548.781944444,*,m,  68.291681,     0.307620,
2459548.782638889,*,m,  68.049743,     0.311958,
2459548.783333333,*,m,  67.807805,     0.316297,
2459548.784027778,*,m,  67.565868,     0.320635,
2459548.784722222,*,m,  67.323930,     0.324974,
2459548.785416667,*,m,  67.081993,     0.329313,
2459548.786111111,*,m,  66.840056,     0.333651,
2459548.786805556,*,m,  66.598120,     0.337990,
2459548.787500000,*,m,  66.356183,     0.342329,
2459548.788194444,*,m,  66.114247,     0.346667,
2459548.788888889,*,m,  65.872311,     0.351006,
2459548.789583333,*,m,  65.630376,     0.355345,
2459548.790277778,*,m,  65.388440,     0.359684,
2459548.790972222,*,m,  65.146505,     0.364023,
2459548.791666667,*,m,  64.904570,     0.368362,
2459548.792361111,*,m,  64.662635,     0.372701,
2459548.793055556,*,m,  64.420701,     0.377040,
2459548.793750000,*,m,  64.178767,     0.381378,
2459548.794444445,*,m,  63.936833,     0.385717,
2459548.795138889,*,m,  63.694899,     0.390056,
2459548.795833333,*,m,  63.452965,     0.394396,
2459548.796527778,*,m,  63.211032,     0.398735,
2459548.797222222,*,m,  62.969099,     0.403074,
2459548.797916667,*,m,  62.727166,     0.407413,
2459548.798611111,*,m,  62.485233,     0.411752,
2459548.799305555,*,m,  62.243301,     0.416091,
2459548.800000000,*,m,  62.001369,     0.420430,
2459548.800694444,*,m,  61.759437,     0.424769,
2459548.801388889,*,m,  61.517505,     0.429109,
2459548.802083333,*,m,  61.275574,     0.433448,
2459548.802777778,*,m,  61.033642,     0.437787,
2459548.803472222,*,m,  60.791712,     0.442126,
2459548.804166667,*,m,  60.549781,     0.446465,
2459548.804861111,*,m,  60.307850,     0.450805,
2459548.805555556,*,m,  60.065920,     0.455144,
2459548.806250000,*,m,  59.823990,     0.459483,
2459548.806944444,*,m,  59.582060,     0.463823,
2459548.807638889,*,m,  59.340131,     0.468162,
2459548.808333333,*,m,  59.098201,     0.472501,
2459548.809027778,*,m,  58.856272,     0.476841,
2459548.809722222,*,m,  58.614343,     0.481180,
2459548.810416667,*,m,  58.372415,     0.485519,
2459548.811111111,*,m,  58.130486,     0.489859,
2459548.811805556,*,m,  57.888558,     0.494198,
2459548.812500000,*,m,  57.646630,     0.498538,
2459548.813194444,*,m,  57.404703,     0.502877,
2459548.813888889,*,m,  57.162775,     0.507217,
2459548.814583333,*,m,  56.920848,     0.511556,
2459548.815277778,*,m,  56.678921,     0.515895,
2459548.815972222,*,m,  56.436994,     0.520235,
2459548.816666667,*,m,  56.195068,     0.524574,
2459548.817361111,*,m,  55.953142,     0.528914,
2459548.818055556,*,m,  55.711216,     0.533253,
2459548.818750000,*,m,  55.469290,     0.537593,
2459548.819444444,*,m,  55.227364,     0.541932,
2459548.820138889,*,m,  54.985439,     0.546272,
2459548.820833333,*,m,  54.743514,     0.550611,
2459548.821527778,*,m,  54.501589,     0.554951,
2459548.822222222,*,m,  54.259665,     0.559290,
2459548.822916667,*,m,  54.017740,     0.563630,
2459548.823611111,*,m,  53.775816,     0.567969,
2459548.824305556,*,m,  53.533892,     0.572309,
2459548.825000000,*,m,  53.291969,     0.576648,
2459548.825694445,*,m,  53.050045,     0.580987,
2459548.826388889,*,m,  52.808122,     0.585327,
2459548.827083333,*,m,  52.566199,     0.589666,
2459548.827777778,*,m,  52.324276,     0.594006,
2459548.828472222,*,m,  52.082354,     0.598345,
2459548.829166667,*,m,  51.840432,     0.602685,
2459548.829861111,*,m,  51.598510,     0.607024,
2459548.830555555,*,m,  51.356588,     0.611364,
2459548.831250000,*,m,  51.114667,     0.615703,
2459548.831944444,*,m,  50.872745,     0.620043,
